Word,Reading,Sequence,Index,Glosses,GlossLanguages,GlossGenders,GlossTypes,PartOfSpeech,CrossRef,Antonymns,Field,Dialect,IsUsuallyKana,Sources,SourceLanguages,SourceTypes,SourceWaseigo,Info,Info2
残暑,ざんしょ,1304620,0,late summer heat; lingering summer heat,|,|,|,&n;,立秋,,,,False,,,,,,
残業,ざんぎょう,1304560,0,overtime (work),,,,&n;|&vs;|&vi;,,,,,False,,,,,,
残滓,ざんし,1650060,0,remains; dregs; vestiges; remnant; residue,||||,||||,||||,&n;|&adj-no;,,,,,False,,,,,,
残照,ざんしょう,1754280,0,afterglow,,,,&n;,,,,,False,,,,,,
残留,ざんりゅう,1304740,0,staying behind; remaining; residual,||,||,||,&n;|&vs;|&adj-no;|&vi;,,,,,False,,,,,,
残虐,ざんぎゃく,1304540,0,cruel; brutal; savage; barbarous,|||,|||,|||,&adj-na;|&n;,,,,,False,,,,,,
残酷,ざんこく,1304600,0,cruel; brutal; ruthless; merciless; inhuman,||||,||||,||||,&adj-na;|&n;,,,,,False,,,,,,
残金,ざんきん,1304570,0,remaining money,,,,&n;,,,,,False,,,,,,
残雪,ざんせつ,1662590,0,remaining snow; lingering snow,|,|,|,&n;,,,,,False,,,,,,
残額,ざんがく,1662580,0,remaining amount; balance (of an account),|,|,|,&n;,,,,,False,,,,,,
残飯,ざんぱん,1304710,0,leftover food; leftovers; food scraps,||,||,||,&n;,,,,,False,,,,,,
残高,ざんだか,1304590,0,(bank) balance; remainder,|,|,|,&n;,,,,,False,,,,,,
殖える,ふえる,1602440,0,to increase; to multiply,|,|,|,&v1;|&vi;,,減る,,,False,,,,,殖える usu. refers to population growth or capital appreciation,
殖やす,ふやす,1602880,0,to increase; to add to; to augment,||,||,||,&v5s;|&vt;,,減らす,,,False,,,,,,
殖産,しょくさん,1660330,0,production increase; enhancement of one's fortune,|,|,|,&n;,,,,,False,,,,,,
殴り合い,なぐりあい,1181330,0,fist fight,,,,&n;,,,,,False,,,,,,
殴り込み,なぐりこみ,1181350,0,raid; attack; assault,||,||,||,&n;,,,,,False,,,,,,
殴る,なぐる,1181390,0,to strike; to hit; to beat; to punch,|||,|||,|||,&v5r;|&vt;,,,,,False,,,,,,
殴打,おうだ,1181410,0,hit; strike; blow,||,||,||,&n;|&vs;|&vt;,,,,,False,,,,,,
段,だん,1633690,0,step; stair; (flight of) steps; (row of) stitches; columns (of print),||||,||||,||||,&n;,,,,,False,,,,,,
段,だん,1633690,1,grade; rank; level,||,||,||,&n;|&ctr;,,,,,False,,,,,,
段,だん,1633690,2,"counter for breaks in written language (or speech, etc.)",,,,&ctr;,,,,,False,,,,,,
段,だん,1633690,3,"dan; senior rank in martial arts, go, shogi, etc.",|,|,|expl,&ctr;,級・きゅう・2,,,,False,,,,,,
段々,だんだん,1597350,0,gradually; by degrees; little by little; more and more; increasingly,||||,||||,||||,&adv;|&adv-to;,,,,,True,,,,,,&uk;
段々,だんだん,1597350,1,steps; stairs; staircase; terrace,|||,|||,|||,&n;,,,,,False,,,,,,
段ボール,だんボール,1419930,0,(corrugated) cardboard,,,,&n;,,,,,True,,,,,,&uk;
段位,だんい,1953710,0,"dan rank (in martial arts, go, etc.); advanced rank; grade of black belt",||,||,||,&n;,,,,,False,,,,,,
段取り,だんどり,1419970,0,programme; program; plans; arrangements,|||,|||,|||,&n;|&vs;,,,,,False,,,,,,
段落,だんらく,1419980,0,paragraph,,,,&n;,,,,,False,,,,,,
段落,だんらく,1419980,1,end; stopping place; conclusion,||,||,||,&n;,,,,,False,,,,,,
段違い,だんちがい,1419940,0,"wildly different (in ability, strength, etc.); on another level; in a different league; a world apart; far better",||||,||||,||||,&adj-no;|&adj-na;|&n;,,,,,False,,,,,,
段違い,だんちがい,1419940,1,of different heights; uneven,|,|,|,&adj-no;|&n;,,,,,False,,,,,,
段階,だんかい,1419950,0,stage; step; phase,||,||,||,&n;,,,,,False,,,,,,
段階,だんかい,1419950,1,level; rank; grade; gradation,|||,|||,|||,&n;,,,,,False,,,,,,
段階,だんかい,1419950,2,order,,,,&n;,,,,,False,,,,,,
段階,だんかい,1419950,3,stairs,,,,&n;,階段,,,,False,,,,,,
殺し,ころし,1299000,0,murder; killing; murderer,||,||,||,&n;,,,,,False,,,,,,
殺し屋,ころしや,1299010,0,professional killer; hit man,|,|,|,&n;,,,,,False,,,,,,
殺し文句,ころしもんく,1299020,0,"clincher; pick-up line; honeyed phrase; telling phrase; phrase that brings someone around, esp. in personal relationships",||||,||||,||||expl,&exp;|&n;,口説き文句・くどきもんく,,,,False,,,,,,
殺す,ころす,1299030,0,to kill; to slay; to murder; to slaughter,|||,|||,|||,&v5s;|&vt;,,,,,False,,,,,,
殺す,ころす,1299030,1,to suppress; to block; to hamper; to destroy (e.g. talent); to eliminate (e.g. an odour); to spoil (e.g. a flavour); to kill (e.g. one's speed),||||||,||||||,||||||,&v5s;|&vt;,,,,,False,,,,,,
殺す,ころす,1299030,2,"to suppress (a voice, feelings, etc.); to hold back; to stifle (a yawn, laugh, etc.); to hold (one's breath)",|||,|||,|||,&v5s;|&vt;,,,,,False,,,,,,
殺す,ころす,1299030,3,to put out (a runner),,,,&v5s;|&vt;,,,&baseb;,,False,,,,,,
殺す,ころす,1299030,4,to pawn; to put in hock,|,|,|,&v5s;|&vt;,,,,,False,,,,,,
殺人,さつじん,1299100,0,murder; homicide; manslaughter,||,||,||,&n;|&vs;|&vt;|&vi;,,,,,False,,,,,,
殺人事件,さつじんじけん,1936100,0,murder case,,,,&n;,,,,,False,,,,,,
殺傷,さっしょう,1299080,0,killing and wounding; bloodshed,|,|,|,&n;|&vs;|&vt;,,,,,False,,,,,,
殺到,さっとう,1299190,0,rush; flood; deluge,||,||,||,&n;|&vs;|&vi;,,,,,False,,,,,,
殺害,さつがい,1299050,0,killing; murder,|,|,|,&n;|&vs;|&vt;,,,,,False,,,,,,
殺意,さつい,1299040,0,intent to kill; intent to murder; urge to kill; murderous impulse,|||,|||,|||,&n;,,,,,False,,,,,,
殺戮,さつりく,1579320,0,slaughter; massacre,|,|,|,&n;|&vs;|&vt;,,,,,False,,,,,,
殺気,さっき,1299060,0,thirst for blood; bloodlust; determination to kill,||,||,||,&n;,,,,,False,,,,,,
殺気立つ,さっきだつ,1848220,0,to be seething (with anger); to be frenzied; to be menacing; to be murderous,|||,|||,|||,&v5t;|&vi;,,,,,False,,,,,,
殺生,せっしょう,1299160,0,killing; destruction of life,|,|,|,&n;|&vs;,,,,,False,,,,,,
殺生,せっしょう,1299160,1,cruel; heartless; callous; brutal,|||,|||,|||,&adj-na;,,,,,False,,,,,,
殺菌,さっきん,1299070,0,sterilization; sterilisation; disinfection,||,||,||,&n;|&vs;|&adj-no;|&vt;,,,,,False,,,,,,
殺虫,さっちゅう,1299170,0,killing insects or pests,,,,&n;|&vs;,,,,,False,,,,,,
殺虫剤,さっちゅうざい,1299180,0,insecticide; pesticide,|,|,|,&n;,,,,,False,,,,,,
殺陣,たて,1299150,0,"sword battle (staged for television, etc.); sword fight",|,|,|,&n;,,,,,False,,,,,,
殺風景,さっぷうけい,1299210,0,dreary; bleak; monotonous; barren,|||,|||,|||,&adj-na;|&n;,,,,,False,,,,,,
殺風景,さっぷうけい,1299210,1,tasteless; unrefined,|,|,|,&adj-na;|&n;,,,,,False,,,,,,
殻,から,1205740,0,shell; husk; hull; pod; chaff,||||,||||,||||,&n;,,,,,False,,,,,,
殿,どの,1442500,0,Mr.; Mrs.; Miss; Ms.,|||,|||,|||,&suf;,,,,,False,,,,,"form of address used for official letters and business letters, and in letters to inferiors",&pol;
殿下,でんか,1442520,0,your Highness; his Highness; her Highness,||,||,||,&pn;,,,,,False,,,,,,
殿堂,でんどう,1442630,0,palace; hall; shrine; temple; sanctuary,||||,||||,||||,&n;,,,,,False,,,,,,
殿堂,でんどう,1442630,1,hall of fame,,,,&n;,,,,,False,,,,,,
殿様,とのさま,1442650,0,nobleman; dignitary; lord,||,||,||,&n;,,,,,False,,,,,,&hon;
殿様,とのさま,1442650,1,feudal lord (of the Edo period); daimyō,|,|,|,&n;,大名,,,,False,,,,,,&hon;
殿様,とのさま,1442650,2,man brought up away from the world; arrogant man with little knowledge of the ways of the world,|,|,|,&n;,,,,,False,,,,,,
毀損,きそん,1565770,0,damage; injury; defamation; harm,|||,|||,|||,&n;|&vs;,,,,,False,,,,,,
母,はは,1514990,0,mother,,,,&n;,父,,,,False,,,,,かか was used by children,&hum;
母さん,かあさん,1609470,0,mother,,,,&n;,お母さん・1,,,,False,,,,,,
母さん,かあさん,1609470,1,wife,,,,&n;,,,,,False,,,,,used when speaking to or about one's own wife,&col;
母の日,ははのひ,1515000,0,Mother's Day (2nd Sunday of May),,,,&exp;|&n;,,,,,False,,,,,,
母乳,ぼにゅう,1515190,0,mother's milk,,,,&n;,,,,,False,,,,,,
母体,ぼたい,1515160,0,mother's body (esp. when pregnant or after giving birth),,,,&n;,,,,,False,,,,,,
母体,ぼたい,1515160,1,parent body; parent organization; base; basis; nucleus,||||,||||,||||,&n;,,,,,False,,,,,,
母国,ぼこく,1515060,0,one's home country; one's homeland,|,|,|,&n;,,,,,False,,,,,,
母国語,ぼこくご,1515070,0,language of one's country; mother tongue; native language,||,||,||,&n;,,,,,False,,,,,,
母子,ぼし,1515090,0,mother and child,,,,&n;,,,,,False,,,,,,
母屋,おもや,1589420,0,main building (of a manor),,,,&n;,,,,,False,,,,,,
母屋,おもや,1589420,1,central room (of a house),,,,&n;,,,,,False,,,,,,
母性,ぼせい,1515130,0,motherhood; maternity,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
母性愛,ぼせいあい,1515140,0,maternal love,,,,&n;,,,,,False,,,,,,
母方,ははかた,1515210,0,mother's side of family,,,,&n;,父方・ちちかた・1,,,,False,,,,,,
母方,ははかた,1515210,1,"maternal (grandfather, uncle, etc.)",,,,&adj-no;,父方・ちちかた・2,,,,False,,,,,,
母校,ぼこう,1515040,0,alma mater,,,,&n;,,,,,False,,,,,,
母港,ぼこう,1515050,0,home port,,,,&n;,,,,,False,,,,,,
母胎,ぼたい,1515170,0,womb; uterus,|,|,|,&n;,,,,,False,,,,,,
母胎,ぼたい,1515170,1,parent body; base; basis,||,||,||,&n;,母体・2,,,,False,,,,,,
母船,ぼせん,1515150,0,depot ship; mother ship,|,|,|,&n;,,,,,False,,,,,,
母艦,ぼかん,1783150,0,mother ship,,,,&n;,,,,,False,,,,,,
母親,ははおや,1515120,0,mother,,,,&n;,,,,,False,,,,,,
母音,ぼいん,1515020,0,vowel,,,,&n;,子音,,&ling;,,False,,,,,,
毎,ごと,1524640,0,each; every,|,|,|,&n;|&n-suf;|&adv;,ごとに,,,,True,,,,,,&uk;
毎,まい,1524650,0,"every (usu. with events, e.g. every weekend); each",|,|,|,&pref;,,,,,False,,,,,,
毎に,ごとに,1524660,0,one by one; each; every; at intervals of,|||,|||,|||,&exp;|&suf;,,,,,True,,,,,,&uk;
毎分,まいふん,1640860,0,every minute; per minute,|,|,|,&adv;|&n;,,,,,False,,,,,,
毎回,まいかい,1524670,0,every time; each round,|,|,|,&n;|&adv;,,,,,False,,,,,,
毎年,まいとし,1584360,0,every year; yearly; annually,||,||,||,&adv;|&n;,,,,,False,,,,,,
毎年,まいねん,1584360,0,every year; yearly; annually,||,||,||,&adv;|&n;,,,,,False,,,,,,
毎度,まいど,1524710,0,each time; always; often,||,||,||,&n;|&adv;,,,,,False,,,,,,
毎度,まいど,1524710,1,thank you for your continued patronage,,,,&n;|&adv;,毎度有り難うございます,,,,False,,,,,,&abbr;
毎日,まいにち,1524720,0,every day,,,,&n;|&adv;,,,,,False,,,,,,
毎日のように,まいにちのように,2826021,0,almost every day; almost daily,|,|,|,&exp;,,,,,False,,,,,,
毎時,まいじ,1524680,0,every hour; hourly,|,|,|,&n;|&adv;,,,,,False,,,,,,
毎晩,まいばん,1524730,0,every night,,,,&n;|&adv;,,,,,False,,,,,,
毎月,まいげつ,1584350,0,every month; each month; monthly,||,||,||,&adv;|&n;,,,,,False,,,,,,
毎月,まいつき,1584350,0,every month; each month; monthly,||,||,||,&adv;|&n;,,,,,False,,,,,,
毎朝,まいあさ,1524700,0,every morning,,,,&n;|&adv;,,,,,False,,,,,,
毎秒,まいびょう,1524740,0,every second,,,,&n;|&adv;,,,,,False,,,,,,
毎週,まいしゅう,1524690,0,every week,,,,&n;|&adv;,,,,,False,,,,,,
毒,どく,1455500,0,poison; toxicant,|,|,|,&n;,,,,,False,,,,,,
毒,どく,1455500,1,harm; evil influence,|,|,|,&n;,目の毒・めのどく・1|毒する・どくする,,,,False,,,,,,
毒,どく,1455500,2,ill will; spite; malice,||,||,||,&n;,,,,,False,,,,,,
毒,どく,1455500,3,abusive language,,,,&n;,,,,,False,,,,,,&abbr;
毒ガス,どくガス,1624020,0,poison gas,,,,&n;,,,,,False,,,,,,
毒性,どくせい,1455570,0,toxicity; virulence,|,|,|,&n;,,,,,False,,,,,,
毒性,どくせい,1455570,1,toxic; virulent; poisonous,||,||,||,&adj-no;,,,,,False,,,,,,
毒殺,どくさつ,1455540,0,poisoning; kill by poison,|,|,|,&n;|&vs;|&vt;,,,,,False,,,,,,
毒物,どくぶつ,1455630,0,poisonous substance; toxic substance; poison,||,||,||,&n;,,,,,False,,,,,,
毒素,どくそ,1455590,0,toxin; poisonous substance,|,|,|,&n;,,,,,False,,,,,,
毒舌,どくぜつ,1455580,0,wicked tongue; sharp tongue; abusive language,||,||,||,&n;|&adj-no;,,,,,False,,,,,,
毒薬,どくやく,1455640,0,poison,,,,&n;,,,,,False,,,,,,
比,ひ,1483520,0,ratio; proportion,|,|,|,&n;|&n-suf;,,,,,False,,,,,,
比,ひ,1483520,1,match; equal,|,|,|,&n;,,,,,False,,,,,,
比,ひ,1483520,2,explicit comparison (style of the Shi Jing),,,,&n;,六義・1,,,,False,,,,,,
比,ひ,1483520,3,Philippines,,,,&n;,比律賓,,,,False,,,,,,&abbr;
比,ひ,1483520,4,in comparison with ...,,,,&n-suf;,,,,,False,,,,,,
比する,ひする,1483530,0,to compare,,,,&vs-s;,,,,,False,,,,,,
比べ,くらべ,1003950,0,contest; comparison; competition,||,||,||,&n;|&n-suf;,,,,,True,,,,,,&uk;
比べる,くらべる,1483540,0,to compare; to make a comparison,|,|,|,&v1;|&vt;,,,,,False,,,,,,
比べる,くらべる,1483540,1,to compete; to vie,|,|,|,&v1;|&vt;,力比べ,,,,False,,,,,,
比例,ひれい,1483700,0,proportion,,,,&n;|&vs;,,,,,False,,,,,,
比例,ひれい,1483700,1,proportional representation section (of an election),,,,&n;,比例選,,,,False,,,,,,&abbr;
比例配分,ひれいはいぶん,1731740,0,proportional distribution,,,,&n;,,,,,False,,,,,,
比叡山,ひえいざん,1483550,0,Mt. Hiei (in Kyoto),,,,&n;,,,,,False,,,,,,
比喩,ひゆ,1602260,0,simile; metaphor; allegory; parable,|||,|||,|||,&n;,,,,,False,,,,,,
比率,ひりつ,1483680,0,ratio; proportion; percentage,||,||,||,&n;,,,,,False,,,,,,
比較,ひかく,1483560,0,comparison,,,,&n;|&vs;|&adj-no;|&vt;,,,,,False,,,,,,
比較的,ひかくてき,1483600,0,comparatively; relatively,|,|,|,&adv;,,,,,False,,,,,,
比重,ひじゅう,1483640,0,specific gravity; relative density,|,|,|,&n;,,,&physics;,,False,,,,,,
比重,ひじゅう,1483640,1,relative importance; weight,|,|,|,&n;,,,,,False,,,,,,
比類,ひるい,1626940,0,parallel; equal; match,||,||,||,&n;,,,,,False,,,,,,
毛,け,1533820,0,hair,,,,&n;,,,,,False,,,,,,
毛,け,1533820,1,fur; wool,|,|,|,&n;,,,,,False,,,,,,
毛,け,1533820,2,down; plumage; feathers,||,||,||,&n;,,,,,False,,,,,,
毛並み,けなみ,1533960,0,coat (of hair or fur); lie of (dog's) hair,|,|,|,&n;,,,,,False,,,,,,
毛並み,けなみ,1533960,1,type; sort,|,|,|,&n;,,,,,False,,,,,,
毛並み,けなみ,1533960,2,lineage; breeding,|,|,|,&n;,,,,,False,,,,,,&col;
毛布,もうふ,1533950,0,blanket,,,,&n;,,,,,False,,,,,,
毛皮,けがわ,1533930,0,fur; skin; pelt,||,||,||,&n;|&adj-no;,,,,,False,,,,,,
毛皮,けがわ,1533930,1,"kanji ""fur"" radical",,,,&n;|&adj-no;,,,,,False,,,,,,
毛穴,けあな,1533840,0,pore (of the skin),,,,&n;,,,,,False,,,,,,
毛筆,もうひつ,1533940,0,"(writing, painting) brush",,,,&n;,,,,,False,,,,,,
毛糸,けいと,1533860,0,knitting wool; woolen yarn; woollen yarn,||,||,||,&n;|&adj-no;,,,,,False,,,,,,
毛細血管,もうさいけっかん,1642160,0,capillary vessel; capillary,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
毛虫,けむし,1533880,0,hairy caterpillar; woolly bear,|,|,|,&n;,,,,,False,,,,,,
毛虫,けむし,1533880,1,pest; nudnik (nudnick),|,|,|,&n;,,,,,False,,,,,,
毛頭,もうとう,1533900,0,(not) in the least; (not) at all; (not) a bit,||,||,||,&adv;,,,,,False,,,,,with neg. sentence,
毛髪,もうはつ,1533910,0,hair,,,,&n;|&adj-no;,,,,,False,,,,,,
氏,し,2101130,0,Mr; Mrs; Ms; Miss,|||,|||,|||,&suf;,,,,,False,,,,,,&hon;
氏,し,2101130,1,clan,,,,&n;|&suf;,,,,,False,,,,,,
氏,し,2101130,2,he; him,|,|,|,&pn;,,,,,False,,,,,,&hon;
氏,し,2101130,3,counter for people,,,,&ctr;,,,,,False,,,,,,&hon;
氏名,しめい,1311060,0,(full) name; identity,|,|,|,&n;,,,,,False,,,,,,
氏子,うじこ,1311020,0,shrine parishioner,,,,&n;,,,&Shinto;,,False,,,,,,
氏族,しぞく,1647350,0,clan; family,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
氏神,うじがみ,1311050,0,patron god; tutelar deity; guardian deity; local deity,|||,|||,|||,&n;,,,&Shinto;,,False,,,,,,
民,たみ,1528570,0,people; citizens; subjects; folk,|||,|||,|||,&n;,,,,,False,,,,,,
民主,みんしゅ,1528790,0,democracy; popular sovereignty,|,|,|,&n;,,,,,False,,,,,,
民主,みんしゅ,1528790,1,Democratic Party (esp. DPJ),,,,&n;,民主党・1,,,,False,,,,,,&abbr;
民主主義,みんしゅしゅぎ,1528840,0,democracy,,,,&n;|&adj-no;,,,,,False,,,,,,
民主党,みんしゅとう,1528880,0,Democratic Party (esp. DPJ or US Democratic Party),,,,&n;,,,,,False,,,,,,
民主党,みんしゅとう,1528880,1,Constitutional Democratic Party of Japan,,,,&n;,立憲民主党・1,,,,False,,,,,,&abbr;
民主国,みんしゅこく,1528830,0,democratic state,,,,&n;,,,,,False,,,,,,
民主的,みんしゅてき,1528870,0,democratic,,,,&adj-na;,,,,,False,,,,,,
民事,みんじ,1528730,0,civil affairs; civil case,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
民俗,みんぞく,1604745,0,folk customs; folkways; ethnic customs,||,||,||,&n;,,,,,False,,,,,,
民俗芸能,みんぞくげいのう,1752690,0,folk entertainment,,,,&n;,,,,,False,,,,,,
民兵,みんぺい,1529210,0,militia; militiaman,|,|,|,&n;,,,,,False,,,,,,
民具,みんぐ,1752680,0,everyday articles which have come to be regarded as folk art,,,,&n;,,,,,False,,,,,,
民営,みんえい,1528590,0,private management,,,,&n;,,,,,False,,,,,,
民営化,みんえいか,1528600,0,privatization; privatisation,|,|,|,&n;|&vs;,,,,,False,,,,,,
民団,みんだん,1529160,0,foreign-settlement corporation,,,,&n;,,,,,False,,,,,,
民家,みんか,1528620,0,private house,,,,&n;,,,,,False,,,,,,
民宿,みんしゅく,1528950,0,pension; guesthouse; bed and breakfast; private home providing lodging for travelers (travellers),|||,|||,|||,&n;,,,,,False,,,,,,
民心,みんしん,1528970,0,popular sentiment,,,,&n;,,,,,False,,,,,,
民意,みんい,1528580,0,popular will; will of the people,|,|,|,&n;,,,,,False,,,,,,
民放,みんぽう,1911120,0,commercial broadcast,,,,&n;,民間放送,,,,False,,,,,,&abbr;
民政,みんせい,1529000,0,civil administration; civil government,|,|,|,&n;,軍政・1,,,,False,,,,,,
民政,みんせい,1529000,1,politics focused on the promotion of public welfare,,,,&n;,,,,,False,,,,,,
民族,みんぞく,1604740,0,people; race; nation; ethnic group; ethnos,||||,||||,||||,&n;|&adj-no;,,,,,False,,,,,,
民族主義,みんぞくしゅぎ,1529110,0,nationalism,,,,&n;,,,,,False,,,,,,
民族自決,みんぞくじけつ,1529100,0,self-determination of peoples,,,,&n;,,,,,False,,,,,,&yoji;
民有,みんゆう,1529260,0,private ownership,,,,&n;|&adj-no;,,,,,False,,,,,,
民業,みんぎょう,1528670,0,private enterprise,,,,&n;,,,,,False,,,,,,
民権,みんけん,1528700,0,civil rights,,,,&n;,,,,,False,,,,,,
民法,みんぽう,1529220,0,civil law; civil code,|,|,|,&n;,,,,,False,,,,,,
民生,みんせい,1529020,0,public welfare; the people's livelihood,|,|,|,&n;,,,,,False,,,,,,
民生委員,みんせいいいん,1529030,0,district welfare officer,,,,&n;,,,,,False,,,,,,
民社党,みんしゃとう,1911080,0,Democratic Socialist Party,,,,&n;,,,,,False,,,,,,
民芸,みんげい,1528680,0,folk craft; folk art,|,|,|,&n;,,,,,False,,,,,,
民衆,みんしゅう,1528920,0,people; populace; masses,||,||,||,&n;|&adj-no;,,,,,False,,,,,,
民話,みんわ,1529310,0,folk tale; folktale; folk story; folklore,|||,|||,|||,&n;|&adj-no;,,,,,False,,,,,,
民謡,みんよう,1529270,0,folk song; popular song,|,|,|,&n;,,,,,False,,,,,,
民間,みんかん,1528630,0,private; non-governmental; non-official; civilian; civil,||||,||||,||||,&n;|&adj-no;,,,,,False,,,,,,
民間,みんかん,1528630,1,folk; popular,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
民間放送,みんかんほうそう,1752770,0,commercial broadcasting,,,,&n;,,,,,False,,,,,,
民需,みんじゅ,1528900,0,private demand,,,,&n;,,,,,False,,,,,,
気,き,1221520,0,spirit; mind; heart,||,||,||,&n;,気を逸らす,,,,False,,,,,,
気,き,1221520,1,nature; disposition,|,|,|,&n;,気が小さい,,,,False,,,,,,
気,き,1221520,2,motivation; intention,|,|,|,&n;,やる気|気がない・1,,,,False,,,,,usu. after a verb,
気,き,1221520,3,mood; feelings,|,|,|,&n;,気が重い,,,,False,,,,,,
気,き,1221520,4,ambience; atmosphere; mood,||,||,||,&n;,,,,,False,,,,,,
気がかり,きがかり,1222020,0,worry; anxiety; concern,||,||,||,&n;|&adj-na;,,,,,False,,,,,,
