Kanji,Meaning,Grade,JLPT,Strokes,IsJouyou,IsJinmeiyou,IsRadical,IDS,Components
潭,"deep water, deep",,,15,False,False,False,⿰氵覃,氵 覀 日 十 早 覃
潯,"shore, banks",,,15,False,False,False,⿰氵尋,氵 寸 尋
潴,"pond, a pool",,,15,False,False,False,⿰氵猪,氵 犭 耂 日 者 猪
潸,flowing of tears,,,15,False,False,False,⿰氵⿱林?,氵 木 木 林
潺,sound of flowing water,,,15,False,False,False,⿰氵孱,氵 尸 子 子 子 孖 孨 孱
潼,high,,,15,False,False,False,⿰氵童,氵 立 田 土 里 童
潽,,,,15,False,False,False,⿰氵普,氵 䒑 业 並 日 普
潾,clear water,,,15,False,False,False,⿰氵粦,氵 米 夕 㐄 舛 粦
澂,clear and still water,,,15,False,False,False,⿰氵𢽠,氵 攵 𢽠
澆,"sprinkle, thing, shallow, frivolous",,,15,False,False,False,⿰氵堯,氵 土 土 土 垚 兀 堯
澇,"inundate, flood, torrent",,,15,False,False,False,⿰氵勞,氵 火 火 炏 冖 𤇾 力 勞
澈,"thoroughly, completely, become clear",,,15,False,False,False,⿰氵𰕎,氵 𰕎
澋,,,,15,False,False,False,⿰氵景,氵 日 亠 口 小 京 景
澌,"to exhaust, to drain dry",,,15,False,False,False,⿰氵斯,氵 其 斤 斯
澍,"timely rain, life-giving rain",,,15,False,False,False,⿰氵尌,氵 十 豆 壴 寸 尌
澎,turbulent water,,,15,False,False,False,⿰氵彭,氵 十 豆 壴 彡 彭
澐,billows,,,15,False,False,False,⿰氵雲,氵 雨 二 厶 云 雲
澑,"slide, glide, slip, slippery",,,15,False,False,False,⿰氵畱,氵 田 畱
澒,vast,,,15,False,False,False,⿰氵項,氵 工 頁 項
澓,,,,15,False,False,False,⿰氵復,氵 彳 𭥍 夂 复 復
澔,radiance of gems,,,15,False,False,False,⿰氵皓,氵 白 ⺧ 口 告 皓
澖,,,,15,False,False,False,⿰氵閑,氵 門 木 閑
澗,"valley river, 10**36",,,15,False,False,False,⿰氵間,氵 門 日 間
濆,gush forth,,,15,False,False,False,⿰氵賁,氵 十 廾 卉 貝 賁
熈,shine,,,15,False,False,False,⿱⿲丿臣巳灬,丿 臣 巳 灬
熚,,,,15,False,False,False,⿰火畢,火 畢
熛,blaze,,,15,False,False,False,⿰火票,火 覀 示 票
熠,bright and sparkling,,,15,False,False,False,⿰火習,火 羽 白 習
熢,,,,15,False,False,False,⿰火逢,火 辶 夂 丰 夆 逢
熨,"flatiron, smooth out",,,15,False,False,False,⿱尉火,𫵖 寸 尉 火
熬,"parch, roast",,,15,False,False,False,⿱敖灬,方 攵 放 土 敖 灬
熮,,,,15,False,False,False,⿰火翏,火 羽 𠆢 彡 㐱 翏
熯,by fire,,,15,False,False,False,⿰火𦰩,火 ⺾ 𦰩
熰,"great drought, heat",,,15,False,False,False,⿰火區,火 匚 口 口 口 吅 品 區
熲,bright,,,15,False,False,False,⿰⿱匕火頁,匕 火 頁
熳,,,,15,False,False,False,⿰火曼,火 又 曼
牅,,,,15,False,False,False,⿰爿庸,爿 广 𬎾 庸
牕,window,,,15,False,False,False,⿰片悤,片 夂 囱 心 悤
牖,"window, lead enlightenment",,,15,False,False,False,⿰片⿸户甫,片 户 甫
牗,,,,15,False,False,False,⿰片庸,片 广 𬎾 庸
犛,"black ox, yak",,,15,False,False,False,⿸𠩺牛,未 攵 厂 𠩺 牛
獎,"prize, reward, give award to",,,15,False,False,False,⿱將犬,爿 將 犬
獒,"mastiff, large fierce dog",,,15,False,False,False,⿱敖犬,方 攵 放 土 敖 犬
獗,"storm around, be crazy",,,15,False,False,False,⿰犭厥,犭 厂 䒑 丿 屮 屰 欠 欮 厥
獝,devil,,,15,False,False,False,⿰犭矞,犭 矛 口 冏 矞
獞,"name of a variety of dog, wild tribes in South China",,,15,False,False,False,⿰犭童,犭 立 田 土 里 童
獟,,,,15,False,False,False,⿰犭堯,犭 土 土 土 垚 兀 堯
獠,to hunt at night by torches,,,15,False,False,False,⿰犭尞,犭 𡗜 日 昚 小 尞
瑩,clear,,,15,False,False,False,⿱𤇾玉,火 火 炏 冖 𤇾 玉
瑾,jewel,,,15,False,False,False,⿰𤣩堇,𤣩 廿 堇
璀,"lustre of gems, glitter, shine",,,15,False,False,False,⿰𤣩崔,𤣩 山 隹 崔
璁,,,,15,False,False,False,⿰𤣩悤,𤣩 夂 囱 心 悤
璅,gem,,,15,False,False,False,⿰𤣩巢,𤣩 巛 果 巢
璆,"beautiful jade, tinkle",,,15,False,False,False,⿰𤣩翏,𤣩 羽 𠆢 彡 㐱 翏
璇,"beautiful jade, star",,,15,False,False,False,⿰𤣩旋,𤣩 𭤨 疋 旋
璉,vessel used hold grain offerings,,,15,False,False,False,⿰𤣩連,𤣩 辶 車 連
璋,ceremonial jeweled implement,,,15,False,False,False,⿰𤣩章,𤣩 立 日 十 早 章
璏,,,,15,False,False,False,⿰𤣩彘,𤣩 彑 匕 矢 匕 彘
璐,beautiful variety of jade,,,15,False,False,False,⿰𤣩路,𤣩 口 止 𧾷 夂 口 各 路
甆,,,,15,False,False,False,⿱兹瓦,䒑 幺 幺 𢆶 兹 瓦
甍,"roof tile, tiled roof",,,15,False,False,False,⿱?瓦,瓦
畾,fields divided by dikes,,,15,False,False,False,⿱田⿰田田,田 田 田
疐,"fall, stumble, falter, hindered",,,15,False,False,False,⿳?田疋,田 疋
瘙,itch,,,15,False,False,False,⿸疒蚤,疒 又 丶 叉 虫 蚤
瘛,,,,15,False,False,False,⿸疒恝,疒 丰 刀 㓞 心 恝
瘜,polypus,,,15,False,False,False,⿸疒息,疒 自 心 息
瘝,"illness, pain, neglect, useless",,,15,False,False,False,⿸疒⿱⺫?,疒 ⺫
瘞,"bury, inter",,,15,False,False,False,⿸疒⿱夾土,疒 夾 土
瘟,contagious disease,,,15,False,False,False,⿸疒昷,疒 日 皿 昷
瘠,"get thin, lose weight, become sterile",,,15,False,False,False,⿸疒脊,疒 脊
瘡,"wound, boil, syphilis",,,15,False,False,False,⿸疒倉,疒 口 合 𠁣 倉
瘢,scar,,,15,False,False,False,⿸疒般,疒 舟 几 又 殳 般
瘣,,,,15,False,False,False,⿸疒鬼,疒 鬼
瘤,"lump, swelling",,,15,False,False,False,⿸疒留,疒 田 留
瘥,"to recover from any disease, an epidemic",,,15,False,False,False,⿸疒差,疒 ⺶ 工 差
瘨,"mad, ill",,,15,False,False,False,⿸疒真,疒 十 目 具 真
瘩,pimples,,,15,False,False,False,⿸疒荅,疒 艹 口 合 荅
皚,white,,,15,False,False,False,⿰白豈,白 山 豆 豈
皛,,,,15,False,False,False,⿱白⿰白白,白 白 白
皜,"white, bright, clear, pure",,,15,False,False,False,⿰白高,白 亠 口 冂 口 高
皝,"luminous, bright hoary, white",,,15,False,False,False,⿰皇光,白 王 皇 ⺌ 一 儿 光
皞,"bright, brilliant",,,15,False,False,False,⿰白皋,白 白 大 十 夲 皋
皺,"wrinkles, creases, folds",,,15,False,False,False,⿰芻皮,芻 皮
瞋,be angry,,,15,False,False,False,⿰目真,目 十 目 具 真
瞌,"doze off, sleepy",,,15,False,False,False,⿰目盍,目 土 厶 去 皿 盍
瞎,"blind eye, one eye",,,15,False,False,False,⿰目害,目 𫲸 口 害
瞑,"sleep, dark, close eyes",,,15,False,False,False,⿰目冥,目 冖 日 亠 六 冥
碻,solid,,,15,False,False,False,⿰石高,石 亠 口 冂 口 高
碼,"number, wharf, agate, yard (91.44 cm)",,,15,False,False,False,⿰石馬,石 馬
碽,,,,15,False,False,False,⿰石貢,石 工 貝 貢
碾,"mortar, grind",,,15,False,False,False,⿰石展,石 尸 展
碿,,,,15,False,False,False,⿰石屑,石 尸 ⺌ 肖 屑
磅,"become obstructed, pound (sterling, lb)",,,15,False,False,False,⿰石旁,石 方 旁
磆,stone implement,,,15,False,False,False,⿰石骨,石 冎 ⺼ 骨
磇,arsenic,,,15,False,False,False,⿰石𣬉,石 㐅 囟 比 𣬉
磈,,,,15,False,False,False,⿰石鬼,石 鬼
磉,"stone base, plinth of a pillar",,,15,False,False,False,⿰石桑,石 又 又 又 双 叒 木 桑
磊,many stones,,,15,False,False,False,⿱石砳,石 石 石 砳
磋,polish,,,15,False,False,False,⿰石差,石 ⺶ 工 差
磌,,,,15,False,False,False,⿰石真,石 十 目 具 真
磎,"mountain stream, creek",,,15,False,False,False,⿰石奚,石 大 奚
磑,"mortar, hand mill",,,15,False,False,False,⿰石豈,石 山 豆 豈
磒,"to fall from, to fall into",,,15,False,False,False,⿰石員,石 口 貝 員
磓,,,,15,False,False,False,⿰石追,石 辶 𠂤 追
磕,"hit, collide, knock into, sound",,,15,False,False,False,⿰石盍,石 土 厶 去 皿 盍
磖,,,,15,False,False,False,⿰石習,石 羽 白 習
磤,,,,15,False,False,False,⿰石殷,石 㐆 几 又 殳 殷
禜,sacrifice,,,15,False,False,False,⿱𤇾示,火 火 炏 冖 𤇾 示
禝,proper name,,,15,False,False,False,⿰示畟,示 田 夂 畟
稴,,,,15,False,False,False,⿰禾兼,禾 䒑 兼
稵,,,,15,False,False,False,⿰禾兹,禾 䒑 幺 幺 𢆶 兹
稷,millet,,,15,False,False,False,⿰禾畟,禾 田 夂 畟
稸,,,,15,False,False,False,⿰禾畜,禾 玄 田 畜
稹,,,,15,False,False,False,⿰禾真,禾 十 目 具 真
稺,infancy,,,15,False,False,False,⿰禾屖,禾 尸 辛 屖
稾,"draft, manuscript, rough copy",,,15,False,False,False,⿱高禾,亠 口 冂 口 高 禾
穃,(no known meaning; S&H uses jabberwocky words),,,15,False,False,False,⿰禾容,禾 宀 谷 容
穄,panicled millet,,,15,False,False,False,⿰禾祭,禾 示 祭
窰,"brick kiln, furnace, coal mine pit",,,15,False,False,False,⿳穴爫缶,宀 八 穴 爫 缶
窵,"deep, distant",,,15,False,False,False,⿱穴鳥,宀 八 穴 鳥
箛,bugle,,,15,False,False,False,⿱竹孤,竹 子 瓜 孤
箠,"horse whip, flog",,,15,False,False,False,⿱竹垂,竹 垂
箥,,,,15,False,False,False,⿱竹波,竹 氵 皮 波
箪,bamboo rice basket,,,15,False,False,False,⿱竹单,竹 丶 丿 丷 单
箬,the cuticle of the bamboo a broad-leaved bamboo,,,15,False,False,False,⿱竹若,竹 艹 𠂇 口 右 若
箭,arrow,,,15,False,False,False,⿱竹前,竹 䒑 刂 前
箯,bamboo palanquin,,,15,False,False,False,⿱竹便,竹 亻 更 便
箰,,,,15,False,False,False,⿱筍子,竹 勹 日 旬 筍 子
箲,,,,15,False,False,False,⿱竹洗,竹 氵 ⺧ 儿 先 洗
箴,"warning, counsel, presept, needle",,,15,False,False,False,⿱竹咸,竹 戊 一 戌 口 咸
箵,,,,15,False,False,False,⿱竹省,竹 小 丿 少 目 省
箶,,,,15,False,False,False,⿱竹胡,竹 十 口 古 月 胡
箺,,,,15,False,False,False,⿱竹春,竹 三 人 𡗗 日 春
箻,,,,15,False,False,False,⿱竹律,竹 彳 聿 律
箼,,,,15,False,False,False,⿱竹屋,竹 尸 一 厶 𠫔 土 至 屋
箽,,,,15,False,False,False,⿱竹重,竹 重
篁,bamboo grove,,,15,False,False,False,⿱竹皇,竹 白 王 皇
篂,,,,15,False,False,False,⿱竹星,竹 日 生 星
篅,,,,15,False,False,False,⿱竹耑,竹 山 而 耑
篆,seal-style characters,,,15,False,False,False,⿱竹彖,竹 彑 𧰨 彖
篈,,,,15,False,False,False,⿱竹封,竹 土 土 圭 寸 封
篊,,,,15,False,False,False,⿱竹洪,竹 氵 卄 共 洪
篋,box,,,15,False,False,False,⿱竹匧,竹 匚 夾 匧
篌,type of harp,,,15,False,False,False,⿱竹侯,竹 亻 侯
篏,"inlay, set in, fall into, rugged",,,15,False,False,False,⿱竹𣢟,竹 甘 欠 𣢟
糂,mixing rice into soup,,,15,False,False,False,⿰米甚,米 匚 儿 匹 甚
糄,,,,15,False,False,False,⿰米扁,米 户 冂 卄 𠕁 扁
糅,mix,,,15,False,False,False,⿰米柔,米 矛 木 柔
糇,"dried rice, dry provisions",,,15,False,False,False,⿰米侯,米 亻 侯
糈,"sacrificial rice, rations, pay",,,15,False,False,False,⿰米胥,米 疋 胥
糉,dumpling made of glutinous rice,,,15,False,False,False,⿰米㚇,米 凵 㐅 凶 夂 㚇
糍,food made of crushed and cooked rice,,,15,False,False,False,⿰米兹,米 䒑 幺 幺 𢆶 兹
糎,"centimeter, (kokuji)",,,15,False,False,False,⿰米厘,米 厂 田 土 里 厘
緗,light-yellow color,,,15,False,False,False,⿰糸相,糸 木 目 相
緘,"shut, seal",,,15,False,False,False,⿰糸咸,糸 戊 一 戌 口 咸
緙,the woof of a woven item,,,15,False,False,False,⿰糸革,糸 革
緜,cotton,,,15,False,False,False,⿰帛系,白 巾 帛 丿 糸 系
緝,"spin thread, bring together, shine",,,15,False,False,False,⿰糸咠,糸 口 耳 咠
緞,damask,,,15,False,False,False,⿰糸段,糸 几 又 殳 段
緡,paper string,,,15,False,False,False,⿰糸昬,糸 民 日 昬
緢,,,,15,False,False,False,⿰糸苗,糸 艹 田 苗
緤,leash,,,15,False,False,False,⿰糸枼,糸 世 木 枼
緥,swaddling,,,15,False,False,False,⿰糸保,糸 亻 口 木 呆 保
緦,coarse cotton cloth used for mourning,,,15,False,False,False,⿰糸思,糸 田 心 思
緪,rope,,,15,False,False,False,⿰糸恆,糸 忄 二 亙 恆
緫,,,,15,False,False,False,⿰糸怱,糸 勹 匆 心 怱
緬,"fine thread, Burma",,,15,False,False,False,⿰糸面,糸 面
緭,,,,15,False,False,False,⿰糸胃,糸 田 胃
緱,cord binding on hilt of sword,,,15,False,False,False,⿰糸侯,糸 亻 侯
緲,"faint, far off",,,15,False,False,False,⿰糸眇,糸 目 小 丿 少 眇
緵,net,,,15,False,False,False,⿰糸㚇,糸 凵 㐅 凶 夂 㚇
緶,"hem, plait, braid, queue",,,15,False,False,False,⿰糸便,糸 亻 更 便
緹,"reddish color, red, brown",,,15,False,False,False,⿰糸是,糸 日 一 龰 𤴓 是
緺,,,,15,False,False,False,⿰糸咼,糸 冎 口 咼
縀,,,,15,False,False,False,⿰糸叚,糸 叚
縅,"the thread/braid (of armour), (kokuji)",,,15,False,False,False,⿰糸威,糸 戊 一 戌 女 威
縋,"cling, hang on, depend",,,15,False,False,False,⿰糸追,糸 辶 𠂤 追
罸,"punishment, penalty",,,15,False,False,False,⿱⺲討,⺲ 言 寸 討
羭,good,,,15,False,False,False,⿰羊俞,羊 月 刂 刖 俞
羮,hot soup,,,15,False,False,False,⿱羔?,䒑 土 𦍌 灬 羔
羯,barbarian,,,15,False,False,False,⿰羊曷,羊 曰 勹 𠃊 人 亾 匃 曷
翥,"to soar, to fly up",,,15,False,False,False,⿱者羽,耂 日 者 羽
翦,"scissors, cut, clip, annihilate",,,15,False,False,False,⿱前羽,䒑 刂 前 羽
翨,,,,15,False,False,False,⿱羽是,羽 日 一 龰 𤴓 是
翩,fluttering of flag,,,15,False,False,False,⿰扁羽,户 冂 卄 𠕁 扁 羽
翫,"take pleasure in, play instrument",,,15,False,False,False,⿰習元,羽 白 習 一 兀 元
翬,"pheasant, variegated, to fly",,,15,False,False,False,⿱羽軍,羽 冖 車 軍
耦,"plow side by side, team of two",,,15,False,False,False,⿰耒禺,耒 禺
聤,,,,15,False,False,False,⿰耳亭,耳 亠 口 冖 丁 亭
聦,"the hearing, to listen, astute, clever, quick of apprehension",,,15,False,False,False,⿰耳怱,耳 勹 匆 心 怱
聨,"party, gang, clique",,,15,False,False,False,⿰耳𢇂,耳 幺 幺 𢆶 廾 𢇂
脽,,,,15,False,False,False,⿰⺼隹,⺼ 隹
膓,"guts, bowels, intestines, viscera",,,15,False,False,False,⿰⺼𬀷,⺼ 𬀷
膕,hollow of knee,,,15,False,False,False,⿰⺼國,⺼ 囗 戈 或 國
膖,,,,15,False,False,False,⿰⺼逢,⺼ 辶 夂 丰 夆 逢
膘,"fat, rump",,,15,False,False,False,⿰⺼票,⺼ 覀 示 票
膛,"chest, hollow space, cavity",,,15,False,False,False,⿰⺼堂,⺼ 𫩠 土 堂
膞,,,,15,False,False,False,⿰⺼專,⺼ 寸 專
膠,"glue, isinglass",,,15,False,False,False,⿰⺼翏,⺼ 羽 𠆢 彡 㐱 翏
膢,,,,15,False,False,False,⿰⺼婁,⺼ 女 婁
膣,vagina,,,15,False,False,False,⿰⺼窒,⺼ 宀 八 穴 一 厶 𠫔 土 至 窒
膤,"snow, (kokuji)",,,15,False,False,False,⿰⺼雪,⺼ 雨 彐 雪
膵,"pancreas, (kokuji)",,,15,False,False,False,⿰⺼萃,⺼ 艹 亠 人 人 从 𠅃 十 卒 萃
臧,"good, bribe, servant",,,15,False,False,False,⿵戕臣,爿 戈 戕 臣
臱,,,,15,False,False,False,⿳自穴方,自 宀 八 穴 方
舖,"shop, store",,,15,False,False,False,⿰舍甫,十 口 古 舍 甫
艎,fast boat,,,15,False,False,False,⿰舟皇,舟 白 王 皇
艏,,,,15,False,False,False,⿰舟首,舟 首
艑,small boat,,,15,False,False,False,⿰舟扁,舟 户 冂 卄 𠕁 扁
葟,,,,15,False,False,False,⿱艹皇,艹 白 王 皇
蓏,"fruit growing on low plants, melon",,,15,False,False,False,⿱艹㼌,艹 瓜 瓜 㼌
蔬,"greens, vegetables",,,15,False,False,False,⿱艹疏,艹 ⺪ 厶 一 𠫓 𫶧 㐬 疏
蔿,"surname, place name",,,15,False,False,False,⿱艹爲,艹 爲
蕀,milwort,,,15,False,False,False,⿱艹棘,艹 朿 朿 棘
蕁,a kind of grass,,,15,False,False,False,⿱艹尋,艹 寸 尋
蕆,"finish, complete, solve",,,15,False,False,False,⿱艹⿵戊貝,艹 戊 貝
蕈,"mushroom, toadstool, fungus",,,15,False,False,False,⿱艹覃,艹 覀 日 十 早 覃
蕊,"pistil, stamen",,,15,False,False,False,⿱艹惢,艹 心 心 心 惢
蕋,"pistil, stamen",,,15,False,False,False,⿱艹歮,艹 止 止 止 𣥖 歮
蕏,,,,15,False,False,False,⿱艹猪,艹 犭 耂 日 者 猪
蕐,,,,15,False,False,False,⿳艹一?,艹 一
蕑,"agueweed, valeriana villosa, climbing plant",,,15,False,False,False,⿱艹閒,艹 門 月 閒
蕒,,,,15,False,False,False,⿱艹買,艹 ⺫ 貝 買
蕓,"rue, herb used keep insects away",,,15,False,False,False,⿱艹雲,艹 雨 二 厶 云 雲
蕕,foul-smelling grass,,,15,False,False,False,⿱艹猶,艹 犭 丶 丿 丷 酉 酋 猶
蕖,,,,15,False,False,False,⿱艹渠,艹 氵 巨 洰 木 渠
蕘,firewood,,,15,False,False,False,⿱艹堯,艹 土 土 土 垚 兀 堯
蕙,species of fragrant orchid,,,15,False,False,False,⿱艹惠,艹 心 惠
蕜,,,,15,False,False,False,⿱艹悲,艹 非 心 悲
蕝,handful,,,15,False,False,False,⿱艹絕,艹 糸 絕
蕞,"little, small, tiny, petty",,,15,False,False,False,⿱艹最,艹 日 耳 又 取 最
蕟,,,,15,False,False,False,⿱艹發,艹 癶 發
蕠,,,,15,False,False,False,⿱艹絮,艹 女 口 如 糸 絮
蕡,"hemp seeds, plant with abundant",,,15,False,False,False,⿱艹賁,艹 十 廾 卉 貝 賁
蕢,"edible amaranth, straw basket",,,15,False,False,False,⿱艹貴,艹 中 一 𠀐 貝 貴
蕤,"drooping leaves, fringe soft, delicate",,,15,False,False,False,⿱艹甤,艹 豕 生 甤
蕩,"melt, be charmed, captivated",,,15,False,False,False,⿱艹湯,艹 氵 日 一 旦 勹 勿 昜 湯
蕫,,,,15,False,False,False,⿱艹童,艹 立 田 土 里 童
虢,name of ancient feudal State in Shenxi and Hunan,,,15,False,False,False,⿰寽虎,爫 寸 寽 虍 儿 虎
蝉,cicada,,,15,False,False,False,⿰虫单,虫 丶 丿 丷 单
蝌,tadpole,,,15,False,False,False,⿰虫科,虫 禾 斗 科
蝍,centipede,,,15,False,False,False,⿰虫即,虫 卩 即
蝎,scorpion,,,15,False,False,False,⿰虫曷,虫 曰 勹 𠃊 人 亾 匃 曷
蝑,,,,15,False,False,False,⿰虫胥,虫 疋 胥
蝓,"slug, snail",,,15,False,False,False,⿰虫俞,虫 月 刂 刖 俞
蝗,locust,,,15,False,False,False,⿰虫皇,虫 白 王 皇
蝘,"gecko, kind of cicada",,,15,False,False,False,⿰虫匽,虫 匚 日 女 妟 匽
蝙,bat,,,15,False,False,False,⿰虫扁,虫 户 冂 卄 𠕁 扁
蝝,the larva of locust,,,15,False,False,False,⿰虫彖,虫 彑 𧰨 彖
蝟,hedgehog,,,15,False,False,False,⿰虫胃,虫 田 胃
蝠,bat,,,15,False,False,False,⿰虫畐,虫 一 口 𠮛 田 畐
蝡,"eumenes polifomis, kind of wasp",,,15,False,False,False,⿰虫耎,虫 而 大 耎
蝣,mayfly,,,15,False,False,False,⿰虫斿,虫 𭤨 子 斿
蝤,,,,15,False,False,False,⿰虫酋,虫 丶 丿 丷 酉 酋
蝥,fly which is used similarly to cantharides,,,15,False,False,False,⿱敄虫,矛 攵 敄 虫
蝨,"lice, vermin",,,15,False,False,False,⿱卂䖵,⺄ 十 卂 虫 虫 䖵
蝪,lizard,,,15,False,False,False,⿰虫昜,虫 日 一 旦 勹 勿 昜
蝮,"viper, adder, asp",,,15,False,False,False,⿰虫复,虫 𭥍 夂 复
蝯,ape,,,15,False,False,False,⿰虫爰,虫 爫 一 𠂇 又 友 爰
蝱,"horsefly, gadfly",,,15,False,False,False,⿱亡䖵,亡 虫 虫 䖵
蝲,,,,15,False,False,False,⿰虫剌,虫 束 刂 剌
蝴,butterfly,,,15,False,False,False,⿰虫胡,虫 十 口 古 月 胡
蝸,snail,,,15,False,False,False,⿰虫咼,虫 冎 口 咼
蝻,immature locusts,,,15,False,False,False,⿰虫南,虫 十 南
蝼,"a mole cricket, Gryllotalpa africana",,,15,False,False,False,⿰虫娄,虫 米 女 娄
蝿,fly,,,15,False,False,False,⿰虫?,虫
蟒,"boa constrictor, python",,,15,False,False,False,⿰虫莽,虫 艹 犬 廾 莽
衚,"lane, alley, side street",,,15,False,False,False,⿴行胡,彳 一 丁 亍 行 十 口 古 月 胡
衜,"way, path",,,15,False,False,False,⿴行首,彳 一 丁 亍 行 首
褎,"sleeve, ample flowing robes",,,15,False,False,False,⿴衣⿰?禾,衣 禾
褞,robe,,,15,False,False,False,⿰衤昷,衤 日 皿 昷
褠,,,,15,False,False,False,⿰衤冓,衤 三 丨 丨 𠀎 冉 冓
褥,"cushion, mattress, bedding",,,15,False,False,False,⿰衤辱,衤 辰 寸 辱
褦,"stupid, dull, ignorant, doltish",,,15,False,False,False,⿰衤能,衤 厶 䏍 𫧇 能
褨,,,,15,False,False,False,⿰衤差,衤 ⺶ 工 差
褪,"fade, discolour",,,15,False,False,False,⿰衤退,衤 辶 艮 退
褫,rob,,,15,False,False,False,⿰衤虒,衤 𠂆 虍 儿 虎 虒
褲,"trousers, pants",,,15,False,False,False,⿰衤庫,衤 广 車 庫
覥,ashamed,,,15,False,False,False,⿰典見,典 見
觭,one turning up and one turning down,,,15,False,False,False,⿰角奇,角 大 口 可 奇
誮,,,,15,False,False,False,⿰言花,言 艹 亻 乚 丿 𠤎 化 花
誯,,,,15,False,False,False,⿰言昌,言 日 曰 昌
誳,,,,15,False,False,False,⿰言屈,言 尸 屮 凵 出 屈
誶,"speak ill of, vilify, berate, interrogate",,,15,False,False,False,⿰言卒,言 亠 人 人 从 𠅃 十 卒
誷,,,,15,False,False,False,⿰言罔,言 冂 䒑 𦉰 亡 罔
誹,"ridicule, slander",,,15,False,False,False,⿰言非,言 非
誻,,,,15,False,False,False,⿰言沓,言 水 日 沓
誾,"speak gently, respectful",,,15,False,False,False,⿵門言,門 言
諂,flatter,,,15,False,False,False,⿰言臽,言 ⺈ 臼 臽
諃,,,,15,False,False,False,⿰言林,言 木 木 林
諆,to cheat,,,15,False,False,False,⿰言其,言 其
諈,,,,15,False,False,False,⿰言垂,言 垂
諉,"pass buck, lay blame on others",,,15,False,False,False,⿰言委,言 禾 女 委
諊,to male a judicial investigation,,,15,False,False,False,⿰言匊,言 勹 米 匊
諌,"admonish, dissuade",,,15,False,False,False,⿰言東,言 東
諍,quarrel,,,15,False,False,False,⿰言争,言 ⺈ 争
諐,fault,,,15,False,False,False,⿱侃言,亻 口 𫶧 侃 言
諑,"slander, gossip, rumors",,,15,False,False,False,⿰言豖,言 豕 丶 豖
諓,,,,15,False,False,False,⿰言戔,言 戈 戈 戔
諔,,,,15,False,False,False,⿰言叔,言 上 小 尗 又 叔
諕,to intimidate,,,15,False,False,False,⿰言虎,言 虍 儿 虎
諗,"consult carefully with, counsel",,,15,False,False,False,⿰言念,言 𠆢 一 亼 ㇇ 今 心 念
諚,"command, (kokuji)",,,15,False,False,False,⿰言定,言 宀 一 龰 𤴓 定
谾,,,,15,False,False,False,⿰谷空,谷 宀 八 穴 工 空
豌,pea,,,15,False,False,False,⿰豆宛,豆 宀 夕 㔾 夗 宛
貎,"lion, wild beast, wild horse",,,15,False,False,False,⿰豸兒,豸 臼 儿 兒
賙,give for charity,,,15,False,False,False,⿰貝周,貝 ⺆ 土 口 𠮷 周
賚,gift,,,15,False,False,False,⿱來貝,來 貝
賝,previous,,,15,False,False,False,⿰貝罙,貝 ⺳ 木 罙
賡,continue,,,15,False,False,False,⿸庚貝,广 庚 貝
賤,"despise, low-life, poverty",,,15,False,False,False,⿰貝戔,貝 戈 戈 戔
賨,tribute paid in cloth by the tribes in Szechwan and Yunnan under the Han dynasty,,,15,False,False,False,⿱宗貝,宀 示 宗 貝
賬,"accounts, bill, debt, credit",,,15,False,False,False,⿰貝長,貝 長
赬,deep red,,,15,False,False,False,⿰赤貞,赤 ⺊ 貝 貞
趞,,,,15,False,False,False,⿺走昔,土 龰 走 卄 一 龷 日 昔
趟,"time, occasion, take journey",,,15,False,False,False,⿺走尚,土 龰 走 ⺌ 冂 口 冋 尚
趠,,,,15,False,False,False,⿺走卓,土 龰 走 ⺊ 日 十 早 卓
踐,"step on, trample, practice, carry through",,,15,False,False,False,⿰𧾷戔,口 止 𧾷 戈 戈 戔
踑,,,,15,False,False,False,⿰𧾷其,口 止 𧾷 其
踔,"to get ahead, to stride, to excel",,,15,False,False,False,⿰𧾷卓,口 止 𧾷 ⺊ 日 十 早 卓
踖,"trample on, tread on, walk on",,,15,False,False,False,⿰𧾷昔,口 止 𧾷 卄 一 龷 日 昔
踝,ankle,,,15,False,False,False,⿰𧾷果,口 止 𧾷 果
踞,"crouch, cower",,,15,False,False,False,⿰𧾷居,口 止 𧾷 尸 十 口 古 居
踟,hesitate,,,15,False,False,False,⿰𧾷知,口 止 𧾷 矢 口 知
踠,"write, struggle, be impatient",,,15,False,False,False,⿰𧾷宛,口 止 𧾷 宀 夕 㔾 夗 宛
踡,"curled, coiled",,,15,False,False,False,⿰𧾷卷,口 止 𧾷 龹 㔾 卷
踢,kick,,,15,False,False,False,⿰𧾷易,口 止 𧾷 日 勹 勿 易
踣,to stumble and fall prone stiff in death,,,15,False,False,False,⿰𧾷咅,口 止 𧾷 立 口 咅
踦,"the shin, to pierce, to touch",,,15,False,False,False,⿰𧾷奇,口 止 𧾷 大 口 可 奇
踧,"uneasiness, nervousness, level",,,15,False,False,False,⿰𧾷叔,口 止 𧾷 上 小 尗 又 叔
躶,"bare, nude, undress, strip",,,15,False,False,False,⿰身果,身 果
躺,"lie down, recline",,,15,False,False,False,⿰身尚,身 ⺌ 冂 口 冋 尚
躻,,,,15,False,False,False,⿰身空,身 宀 八 穴 工 空
輖,,,,15,False,False,False,⿰車周,車 ⺆ 土 口 𠮷 周
輗,cross bar at end of carriage pole,,,15,False,False,False,⿰車兒,車 臼 儿 兒
