Kanji,Meaning,Grade,JLPT,Strokes,IsJouyou,IsJinmeiyou,IsRadical,IDS,Components
一,"one, one radical (no.1)",1,4,1,True,False,False,一,
七,seven,1,4,2,True,False,False,七,
九,nine,1,4,2,True,False,False,九,
二,"two, two radical (no.2)",1,4,2,True,False,False,二,
人,person,1,4,2,True,False,False,人,
入,"enter, insert",1,4,2,True,False,False,入,
八,"eight, eight radical (no. 12)",1,4,2,True,False,False,八,
力,"power, strength, strong, strain, bear up, exert",1,3,2,True,False,False,力,
十,ten,1,4,2,True,False,False,十,
三,three,1,4,3,True,False,False,三,
上,"above, up",1,4,3,True,False,False,上,
下,"below, down, descend, give, low, inferior",1,4,3,True,False,False,下,
千,thousand,1,4,3,True,False,False,千,
口,mouth,1,4,3,True,False,False,口,
土,"soil, earth, ground, Turkey",1,4,3,True,False,False,土,
夕,evening,1,3,3,True,False,False,夕,
大,"large, big",1,4,3,True,False,False,大,
女,"woman, female",1,4,3,True,False,False,女,
子,"child, sign of the rat, 11PM-1AM, first sign of Chinese zodiac",1,4,3,True,False,False,子,
小,"little, small",1,4,3,True,False,False,小,
山,mountain,1,4,3,True,False,False,山,
川,"stream, river, river or three-stroke river radical (no. 47)",1,4,3,True,False,False,川,
中,"in, inside, middle, mean, center",1,4,4,True,False,False,中,
五,five,1,4,4,True,False,False,五,
六,six,1,4,4,True,False,False,⿱亠?,亠
円,"circle, yen, round",1,4,4,True,False,False,円,
天,"heavens, sky, imperial",1,4,4,True,False,False,⿱一大,一 大
手,hand,1,4,4,True,False,False,手,
文,"sentence, literature, style, art, decoration, figures, plan, literary radical (no. 67)",1,3,4,True,False,False,文,
日,"day, sun, Japan, counter for days",1,4,4,True,False,False,日,
月,"month, moon",1,4,4,True,False,False,月,
木,"tree, wood",1,4,4,True,False,False,木,
水,water,1,4,4,True,False,False,水,
火,fire,1,4,4,True,False,False,火,
犬,dog,1,3,4,True,False,False,犬,
王,"king, rule, magnate",1,2,4,True,False,False,王,
出,"exit, leave, go out, come out, put out, protrude",1,4,5,True,False,False,⿱屮凵,屮 凵
右,right,1,4,5,True,False,False,⿸𠂇口,𠂇 口
四,four,1,4,5,True,False,False,四,
左,left,1,4,5,True,False,False,⿸𠂇工,𠂇 工
本,"book, present, main, origin, true, real, counter for long cylindrical things",1,4,5,True,False,False,本,
正,"correct, justice, righteous, 10**40",1,3,5,True,False,False,⿱一止,一 止
玉,"jewel, ball",1,2,5,True,False,False,玉,
生,"life, genuine, birth",1,4,5,True,False,False,生,
田,"rice field, rice paddy",1,3,5,True,False,False,田,
白,white,1,4,5,True,False,False,白,
目,"eye, class, look, insight, experience, care, favor",1,4,5,True,False,False,目,
石,stone,1,2,5,True,False,False,石,
立,"stand up, rise, set up, erect",1,4,5,True,False,False,立,
休,"rest, day off, retire, sleep",1,4,6,True,False,False,⿰亻木,亻 木
先,"before, ahead, previous, future, precedence",1,4,6,True,False,False,⿱⺧儿,⺧ 儿
名,"name, noted, distinguished, reputation",1,4,6,True,False,False,⿱夕口,夕 口
字,"character, letter, word, section of village",1,3,6,True,False,False,⿱宀子,宀 子
年,"year, counter for years",1,4,6,True,False,False,年,
早,"early, fast",1,3,6,True,False,False,⿱日十,日 十
気,"spirit, mind, air, atmosphere, mood",1,4,6,True,False,False,⿹气㐅,丿 一 𠂉 一 ⺄ 气 㐅
百,hundred,1,4,6,True,False,False,⿱一白,一 白
竹,bamboo,1,2,6,True,False,False,竹,
糸,thread,1,2,6,True,False,False,糸,
耳,ear,1,4,6,True,False,False,耳,
虫,"insect, bug, temper",1,2,6,True,False,False,虫,
村,"village, town",1,3,7,True,False,False,⿰木寸,木 寸
男,male,1,4,7,True,False,False,⿱田力,田 力
町,"town, village, block, street",1,3,7,True,False,False,⿰田丁,田 丁
花,flower,1,4,7,True,False,False,⿱艹化,艹 亻 乚 丿 𠤎 化
見,"see, hopes, chances, idea, opinion, look at, visible",1,4,7,True,False,False,見,
貝,shellfish,1,2,7,True,False,False,貝,
赤,red,1,3,7,True,False,False,赤,
足,"leg, foot, be sufficient, counter for pairs of footwear",1,4,7,True,False,False,⿱口龰,口 龰
車,car,1,4,7,True,False,False,車,
学,"study, learning, science",1,4,8,True,False,False,⿱𰃮子,𰃮 子
林,"grove, forest",1,3,8,True,False,False,⿰木木,木 木
空,"empty, sky, void, vacant, vacuum",1,4,8,True,False,False,⿱穴工,宀 八 穴 工
金,gold,1,4,8,True,False,False,金,
雨,rain,1,4,8,True,False,False,雨,
青,"blue, green",1,3,8,True,False,False,青,
草,"grass, weeds, herbs, pasture, write, draft",1,2,9,True,False,False,⿱艹早,艹 日 十 早
音,"sound, noise",1,3,9,True,False,False,音,
校,"exam, school, printing, proof, correction",1,4,10,True,False,False,⿰木交,木 亠 父 交
森,"forest, woods",1,3,12,True,False,False,⿱木林,木 木 木 林
刀,"sword, saber, knife",2,1,2,True,False,False,刀,
万,"ten thousand, 10,000",2,4,3,True,False,False,万,
丸,"round, full (month), perfection, -ship, pills, make round, roll up, curl up, seduce, explain away",2,2,3,True,False,False,丸,
工,"craft, construction, katakana e radical (no. 48)",2,3,3,True,False,False,工,
弓,"bow, bow (archery, violin)",2,1,3,True,False,False,弓,
才,"genius, years old, cubic shaku",2,2,3,True,False,False,才,
今,now,2,4,4,True,False,False,⿱亼㇇,𠆢 一 亼 ㇇
元,"beginning, former time, origin",2,3,4,True,False,False,⿱一兀,一 兀
公,"public, prince, official, governmental",2,2,4,True,False,False,⿱八厶,八 厶
内,"inside, within, between, among, house, home",2,2,4,True,False,False,内,
分,"part, minute of time, segment, share, degree, one's lot, duty, understand, know, rate, 1%, chances, shaku/100",2,4,4,True,False,False,⿱八刀,八 刀
切,"cut, cutoff, be sharp",2,3,4,True,False,False,⿰七刀,七 刀
午,"noon, sign of the horse, 11AM-1PM, seventh sign of Chinese zodiac",2,4,4,True,False,False,⿱𠂉十,丿 一 𠂉 十
友,friend,2,4,4,True,False,False,⿸𠂇又,𠂇 又
太,"plump, thick, big around",2,3,4,True,False,False,⿵大丶,大 丶
少,"few, little",2,4,4,True,False,False,⿱小丿,小 丿
引,"pull, tug, jerk, admit, install, quote, refer to",2,3,4,True,False,False,⿰弓丨,弓 丨
心,"heart, mind, spirit, heart radical (no. 61)",2,3,4,True,False,False,心,
戸,"door, counter for houses, door radical (no. 63)",2,2,4,True,False,False,戸,
方,"direction, person, alternative",2,3,4,True,False,False,方,
止,"stop, halt",2,3,4,True,False,False,止,
毛,"fur, hair, feather, down",2,2,4,True,False,False,毛,
父,father,2,4,4,True,False,False,父,
牛,cow,2,3,4,True,False,False,牛,
兄,"elder brother, big brother",2,3,5,True,False,False,⿱口儿,口 儿
冬,winter,2,3,5,True,False,False,⿱夂?,夂
北,north,2,4,5,True,False,False,⿰?匕,匕
半,"half, middle, odd number, semi-, part-",2,4,5,True,False,False,半,
古,old,2,4,5,True,False,False,⿱十口,十 口
台,"pedestal, a stand, counter for machines and vehicles",2,3,5,True,False,False,⿱厶口,厶 口
外,outside,2,4,5,True,False,False,⿰夕卜,夕 卜
市,"market, city, town",2,3,5,True,False,False,⿱亠巾,亠 巾
広,"wide, broad, spacious",2,3,5,True,False,False,⿸广厶,广 厶
母,mother,2,4,5,True,False,False,母,
用,"utilize, business, service, use, employ",2,3,5,True,False,False,用,
矢,"dart, arrow",2,1,5,True,False,False,矢,
交,"mingle, mixing, association, coming & going",2,2,6,True,False,False,⿱亠父,亠 父
会,"meeting, meet, party, association, interview, join",2,4,6,True,False,False,⿱𠆢云,𠆢 二 厶 云
光,"ray, light",2,3,6,True,False,False,⿱⿱⺌一儿,⺌ 一 儿
合,"fit, suit, join, 0.1",2,3,6,True,False,False,⿱?口,口
同,"same, agree, equal",2,3,6,True,False,False,⿵𠔼口,冂 一 𠔼 口
回,"-times, round, game, revolve, counter for occurrences",2,3,6,True,False,False,⿴囗口,囗 口
地,"ground, earth",2,3,6,True,False,False,⿰土也,土 也
多,"many, frequent, much",2,4,6,True,False,False,⿱夕夕,夕 夕
寺,Buddhist temple,2,2,6,True,False,False,⿱土寸,土 寸
当,"hit, right, appropriate, himself",2,2,6,True,False,False,⿱⺌彐,⺌ 彐
毎,every,2,4,6,True,False,False,⿱𠂉?,丿 一 𠂉
池,"pond, cistern, pool, reservoir",2,3,6,True,False,False,⿰氵也,氵 也
米,"rice, USA, metre",2,2,6,True,False,False,米,
羽,"feathers, counter for birds, rabbits",2,2,6,True,False,False,羽,
考,"consider, think over",2,3,6,True,False,False,⿱耂丂,耂 丂
肉,meat,2,3,6,True,False,False,肉,
自,oneself,2,3,6,True,False,False,自,
色,color,2,3,6,True,False,False,色,
行,"going, journey, carry out, conduct, act, line, row, bank",2,4,6,True,False,False,⿰彳亍,彳 一 丁 亍
西,"west, Spain",2,4,6,True,False,False,西,
体,"body, substance, object, reality, counter for images",2,3,7,True,False,False,⿰亻本,亻 本
何,what,2,4,7,True,False,False,⿰亻可,亻 口 可
作,"make, production, prepare, build",2,3,7,True,False,False,⿰亻乍,亻 乍
図,"map, drawing, plan, extraordinary, audacious",2,3,7,True,False,False,⿴囗⿱乂?,囗 乂
声,voice,2,3,7,True,False,False,⿱士𠃜,士 𠃜
売,sell,2,3,7,True,False,False,⿱士冗,士 冖 儿 冗
弟,"younger brother, faithful service to elders",2,3,7,True,False,False,⿹丿弚,丿 丶 丿 丷 弔 弚
形,"shape, form, style",2,2,7,True,False,False,⿰开彡,一 廾 开 彡
来,"come, due, next, cause, become",2,4,7,True,False,False,来,
汽,"vapor, steam",2,1,7,True,False,False,⿰氵气,氵 丿 一 𠂉 一 ⺄ 气
社,"company, firm, office, association, shrine",2,4,7,True,False,False,⿰示土,示 土
角,"angle, corner, square, horn, antlers",2,2,7,True,False,False,角,
言,"say, word",2,4,7,True,False,False,言,
谷,valley,2,2,7,True,False,False,谷,
走,run,2,3,7,True,False,False,⿱土龰,土 龰
近,"near, early, akin, tantamount",2,3,7,True,False,False,⿺辶斤,辶 斤
里,"ri, village, parent's home, league",2,1,7,True,False,False,⿱田土,田 土
麦,"barley, wheat",2,2,7,True,False,False,⿱龶夂,龶 夂
京,"capital, 10**16",2,3,8,True,False,False,⿱⿱亠口小,亠 口 小
国,country,2,4,8,True,False,False,⿴囗玉,囗 玉
夜,"night, evening",2,3,8,True,False,False,⿱亠⿰亻?,亠 亻
妹,younger sister,2,3,8,True,False,False,⿰女未,女 未
姉,elder sister,2,3,8,True,False,False,⿰女市,女 亠 巾 市
岩,"boulder, rock, cliff",2,2,8,True,False,False,⿱山石,山 石
店,"store, shop",2,4,8,True,False,False,⿸广占,广 ⺊ 囗 占
明,"bright, light",2,3,8,True,False,False,⿰日月,日 月
東,east,2,4,8,True,False,False,東,
歩,"walk, counter for steps",2,3,8,True,False,False,⿱止少,止 小 丿 少
画,"brush-stroke, picture",2,3,8,True,False,False,⿴⿱一凵田,一 凵 田
直,"straightaway, honesty, frankness, fix, repair",2,2,8,True,False,False,⿱十?,十
知,"know, wisdom",2,3,8,True,False,False,⿰矢口,矢 口
長,"long, leader, superior, senior",2,4,8,True,False,False,長,
門,"gate, counter for cannons",2,3,8,True,False,False,門,
前,"in front, before",2,4,9,True,False,False,⿸⿱䒑?刂,䒑 刂
南,south,2,4,9,True,False,False,⿱十?,十
室,"room, apartment, chamber, greenhouse, cellar",2,3,9,True,False,False,⿱宀至,宀 一 厶 𠫔 土 至
後,"behind, back, later",2,4,9,True,False,False,⿰彳?,彳
思,think,2,3,9,True,False,False,⿱田心,田 心
星,"star, spot, dot, mark",2,2,9,True,False,False,⿱日生,日 生
春,"springtime, spring (season)",2,3,9,True,False,False,⿱𡗗日,三 人 𡗗 日
昼,"daytime, noon",2,3,9,True,False,False,⿵尺旦,尺 日 一 旦
活,"lively, resuscitation, being helped, living",2,2,9,True,False,False,⿰氵舌,氵 舌
海,"sea, ocean",2,3,9,True,False,False,⿰氵每,氵 丿 一 𠂉 母 每
点,"spot, point, mark, speck, decimal point",2,2,9,True,False,False,⿱占灬,⺊ 囗 占 灬
秋,autumn,2,3,9,True,False,False,⿰禾火,禾 火
科,"department, course, section",2,2,9,True,False,False,⿰禾斗,禾 斗
茶,tea,2,3,9,True,False,False,⿳艹𠆢朩,艹 𠆢 朩
計,"plot, plan, scheme, measure",2,3,9,True,False,False,⿰言十,言 十
風,"wind, air, style, manner",2,3,9,True,False,False,風,
食,"eat, food",2,4,9,True,False,False,⿱亽艮,𠆢 丶 亽 艮
首,"neck, counter for songs and poems",2,3,9,True,False,False,首,
原,"meadow, original, primitive, field, plain, prairie, tundra, wilderness",2,2,10,True,False,False,⿸厂?,厂
夏,summer,2,3,10,True,False,False,⿱𦣻夂,𦣻 夂
家,"house, home, family, professional, expert, performer",2,3,10,True,False,False,⿱宀豕,宀 豕
帰,"homecoming, arrive at, lead to, result in",2,3,10,True,False,False,⿰?帚,彐 冖 巾 帚
弱,"weak, frail",2,3,10,True,False,False,⿰𢎥𢎥,弓 二 𢎥 弓 二 𢎥
時,"time, hour",2,4,10,True,False,False,⿰日寺,日 土 寸 寺
書,write,2,4,10,True,False,False,⿱聿曰,聿 曰
紙,paper,2,3,10,True,False,False,⿰糸氏,糸 氏
記,"scribe, account, narrative",2,2,10,True,False,False,⿰言己,言 己
通,"traffic, pass through, avenue, commute, counter for letters, notes, documents, etc.",2,3,10,True,False,False,⿺辶甬,辶 龴 用 甬
馬,horse,2,2,10,True,False,False,馬,
高,"tall, high, expensive",2,4,10,True,False,False,⿵⿳亠口冂口,亠 口 冂 口
強,strong,2,3,11,True,False,False,⿰弓𧈧,弓 厶 虫 𧈧
教,"teach, faith, doctrine",2,3,11,True,False,False,⿰孝攵,耂 子 孝 攵
理,"logic, arrangement, reason, justice, truth",2,3,11,True,False,False,⿰𤣩里,𤣩 田 土 里
細,"dainty, get thin, taper, slender, narrow, detailed, precise",2,2,11,True,False,False,⿰糸田,糸 田
組,"association, braid, plait, construct, assemble, unite, cooperate, grapple",2,2,11,True,False,False,⿰糸且,糸 且
船,"ship, boat",2,2,11,True,False,False,⿰舟⿱𠘧口,舟 𠘧 口
週,week,2,4,11,True,False,False,⿺辶周,辶 ⺆ 土 口 𠮷 周
野,"plains, field, rustic, civilian life",2,3,11,True,False,False,⿰里予,田 土 里 予
雪,snow,2,2,11,True,False,False,⿱雨彐,雨 彐
魚,fish,2,4,11,True,False,False,魚,
鳥,"bird, chicken",2,3,11,True,False,False,鳥,
黄,yellow,2,2,11,True,False,False,黄,
黒,black,2,3,11,True,False,False,⿱田⿱土灬,田 土 灬
場,"location, place",2,3,12,True,False,False,⿰土昜,土 日 一 旦 勹 勿 昜
晴,clear up,2,2,12,True,False,False,⿰日青,日 青
朝,"morning, dynasty, regime, epoch, period, (North) Korea",2,3,12,True,False,False,⿰𠦝月,十 日 十 𠦝 月
番,"turn, number in a series",2,2,12,True,False,False,⿱釆田,釆 田
答,"solution, answer",2,3,12,True,False,False,⿱竹合,竹 口 合
絵,"picture, drawing, painting, sketch",2,2,12,True,False,False,⿰糸会,糸 𠆢 二 厶 云 会
買,buy,2,4,12,True,False,False,⿱⺫貝,⺫ 貝
道,"road-way, street, district, journey, course, moral, teachings",2,4,12,True,False,False,⿺辶首,辶 首
間,"interval, space",2,4,12,True,False,False,⿵門日,門 日
雲,cloud,2,2,12,True,False,False,⿱雨云,雨 二 厶 云
園,"park, garden, yard, farm",2,2,13,True,False,False,⿴囗袁,囗 土 口 𠮷 𧘇 袁
数,"number, strength, fate, law, figures",2,2,13,True,False,False,⿰娄攵,米 女 娄 攵
新,new,2,4,13,True,False,False,⿰亲斤,立 木 亲 斤
楽,"music, comfort, ease",2,3,13,True,False,False,⿱⿻?白木,白 木
話,"tale, talk",2,4,13,True,False,False,⿰言舌,言 舌
遠,"distant, far",2,3,13,True,False,False,⿺辶袁,辶 土 口 𠮷 𧘇 袁
電,electricity,2,4,13,True,False,False,⿱雨?,雨
歌,"song, sing",2,3,14,True,False,False,⿰哥欠,口 可 口 可 哥 欠
算,"calculate, divining, number, abacus, probability",2,2,14,True,False,False,⿳竹目廾,竹 目 廾
聞,"hear, ask, listen",2,4,14,True,False,False,⿵門耳,門 耳
語,"word, speech, language",2,4,14,True,False,False,⿰言吾,言 五 口 吾
読,read,2,4,14,True,False,False,⿰言売,言 士 冖 儿 冗 売
鳴,"chirp, cry, bark, sound, ring, echo, honk",2,2,14,True,False,False,⿰口鳥,口 鳥
線,"line, track",2,2,15,True,False,False,⿰糸泉,糸 白 水 泉
親,"parent, intimacy, relative, familiarity, dealer (cards)",2,3,16,True,False,False,⿰亲見,立 木 亲 見
頭,"head, counter for large animals",2,3,16,True,False,False,⿰豆頁,豆 頁
曜,weekday,2,3,18,True,False,False,⿰日翟,日 羽 隹 翟
顔,"face, expression",2,3,18,True,False,False,⿰彦頁,厂 产 彡 彦 頁
丁,"street, ward, town, counter for guns, tools, leaves or cakes of something, even number, 4th calendar sign",3,1,2,True,False,False,丁,
予,"beforehand, previous, myself, I",3,2,4,True,False,False,予,
化,"change, take the form of, influence, enchant, delude, -ization",3,2,4,True,False,False,⿰亻𠤎,亻 乚 丿 𠤎
区,"ward, district",3,3,4,True,False,False,⿷匚㐅,匚 㐅
反,anti-,3,2,4,True,False,False,⿸𠂆又,𠂆 又
世,"generation, world, society, public",3,3,5,True,False,False,世,
主,"lord, chief, master, main thing, principal",3,3,5,True,False,False,⿱丶王,丶 王
仕,"attend, doing, official, serve",3,3,5,True,False,False,⿰亻士,亻 士
他,"other, another, the others",3,2,5,True,False,False,⿰亻也,亻 也
代,"substitute, change, convert, replace, period, age, counter for decades of ages, eras, etc., generation, charge, rate, fee",3,3,5,True,False,False,⿰亻弋,亻 弋
写,"copy, be photographed, describe",3,3,5,True,False,False,⿱冖与,冖 一 与
去,"gone, past, quit, leave, elapse, eliminate, divorce",3,3,5,True,False,False,⿱土厶,土 厶
号,"nickname, number, item, title, pseudonym, name, call",3,2,5,True,False,False,⿱口丂,口 丂
央,"center, middle",3,2,5,True,False,False,央,
平,"even, flat, peace",3,2,5,True,False,False,平,
打,"strike, hit, knock, pound, dozen",3,2,5,True,False,False,⿰扌丁,扌 丁
氷,"icicle, ice, hail, freeze, congeal",3,2,5,True,False,False,⿱水丶,水 丶
由,"wherefore, a reason",3,2,5,True,False,False,由,
申,"have the honor to, sign of the monkey, 3-5PM, ninth sign of Chinese zodiac",3,2,5,True,False,False,申,
皮,"pelt, skin, hide, leather, skin radical (no. 107)",3,2,5,True,False,False,皮,
皿,"dish, a helping, plate",3,2,5,True,False,False,皿,
礼,"salute, bow, ceremony, thanks, remuneration",3,2,5,True,False,False,⿰示乚,示 乚
両,"both, old Japanese coin, counter for carriages (e.g., in a train), two",3,2,6,True,False,False,両,
全,"whole, entire, all, complete, fulfill",3,2,6,True,False,False,⿱𠆢王,𠆢 王
列,"file, row, rank, tier, column",3,2,6,True,False,False,⿰歹刂,歹 刂
向,"yonder, facing, beyond, confront, defy, tend toward, approach",3,2,6,True,False,False,⿵𰃦口,𰃦 口
守,"guard, protect, defend, obey",3,2,6,True,False,False,⿱宀寸,宀 寸
安,"relax, cheap, low, quiet, rested, contented, peaceful",3,4,6,True,False,False,⿱宀女,宀 女
州,"state, province",3,2,6,True,False,False,州,
式,"style, ceremony, rite, function, method, system, form, expression",3,2,6,True,False,False,⿹弋工,弋 工
曲,"bend, music, melody, composition, pleasure, injustice, fault, curve, crooked, perverse, lean",3,2,6,True,False,False,曲,
有,"possess, have, exist, happen, occur, approx",3,3,6,True,False,False,⿸𠂇月,𠂇 月
次,"next, order, sequence",3,2,6,True,False,False,⿰冫欠,冫 欠
死,"death, die",3,3,6,True,False,False,⿸歹匕,歹 匕
羊,sheep,3,1,6,True,False,False,羊,
血,blood,3,2,6,True,False,False,⿱丿皿,丿 皿
住,"dwell, reside, live, inhabit",3,3,7,True,False,False,⿰亻主,亻 丶 王 主
助,"help, rescue, assist",3,2,7,True,False,False,⿰且力,且 力
医,"doctor, medicine",3,3,7,True,False,False,⿷匚矢,匚 矢
君,"mister, you, ruler, male name suffix",3,2,7,True,False,False,⿸尹口,尹 口
坂,"slope, incline, hill",3,2,7,True,False,False,⿰土反,土 𠂆 又 反
対,"vis-a-vis, opposite, even, equal, versus, anti-, compare",3,2,7,True,False,False,⿰文寸,文 寸
局,"bureau, board, office, affair, conclusion, court lady, lady-in-waiting, her apartment",3,2,7,True,False,False,⿸尸?,尸
役,"duty, war, campaign, drafted labor, office, service, role",3,2,7,True,False,False,⿰彳殳,彳 几 又 殳
投,"throw, discard, abandon, launch into, join, invest in, hurl, give up, sell at a loss",3,2,7,True,False,False,⿰扌殳,扌 几 又 殳
決,"decide, fix, agree upon, appoint",3,2,7,True,False,False,⿰氵夬,氵 夬
究,"research, study",3,3,7,True,False,False,⿱穴九,宀 八 穴 九
豆,"beans, pea, midget",3,1,7,True,False,False,豆,
身,"somebody, person, one's station in life",3,2,7,True,False,False,身,
返,"return, answer, fade, repay",3,2,7,True,False,False,⿺辶反,辶 𠂆 又 反
事,"matter, thing, fact, business, reason, possibly",3,3,8,True,False,False,事,
使,"use, send on a mission, order, messenger, envoy, ambassador, cause",3,3,8,True,False,False,⿰亻吏,亻 吏
具,"tool, utensil, means, possess, ingredients, counter for armor, suits, sets of furniture",3,2,8,True,False,False,⿱目?,目
取,"take, fetch, take up",3,2,8,True,False,False,⿰耳又,耳 又
受,"accept, undergo, answer (phone), take, get, catch, receive",3,2,8,True,False,False,⿱?又,又
味,"flavor, taste",3,3,8,True,False,False,⿰口未,口 未
命,"fate, command, decree, destiny, life, appoint",3,2,8,True,False,False,⿹令口,𠆢 丶 亽 龴 令 口
和,"harmony, Japanese style, peace, soften, Japan",3,2,8,True,False,False,⿰禾口,禾 口
始,"commence, begin",3,3,8,True,False,False,⿰女台,女 厶 口 台
委,"committee, entrust to, leave to, devote, discard",3,2,8,True,False,False,⿱禾女,禾 女
定,"determine, fix, establish, decide",3,2,8,True,False,False,⿱宀𤴓,宀 一 龰 𤴓
実,"reality, truth",3,2,8,True,False,False,⿱宀?,宀
岸,beach,3,2,8,True,False,False,⿱山厈,山 厂 干 厈
幸,"happiness, blessing, fortune",3,2,8,True,False,False,⿱土𢆉,土 丶 丿 丷 干 𢆉
所,place,3,3,8,True,False,False,⿰戶斤,戶 斤
放,"set free, release, fire, shoot, emit, banish, liberate",3,2,8,True,False,False,⿰方攵,方 攵
昔,"once upon a time, antiquity, old times",3,2,8,True,False,False,⿱龷日,卄 一 龷 日
服,"clothing, admit, obey, discharge",3,3,8,True,False,False,⿰月𠬝,月 又 𠬝
板,"plank, board, plate, stage",3,2,8,True,False,False,⿰木反,木 𠂆 又 反
油,"oil, fat",3,2,8,True,False,False,⿰氵由,氵 由
波,"waves, billows, Poland",3,2,8,True,False,False,⿰氵皮,氵 皮
注,"pour, irrigate, shed (tears), flow into, concentrate on, notes, comment, annotate",3,3,8,True,False,False,⿰氵主,氵 丶 王 主
泳,swim,3,2,8,True,False,False,⿰氵永,氵 永
物,"thing, object, matter",3,3,8,True,False,False,⿰牜勿,牜 勹 勿
者,"someone, person",3,3,8,True,False,False,⿱耂日,耂 日
育,"bring up, grow up, raise, rear",3,2,8,True,False,False,⿳亠厶?,亠 厶
苦,"suffering, trial, worry, hardship, feel bitter, scowl",3,2,8,True,False,False,⿱艹古,艹 十 口 古
表,"surface, table, chart, diagram",3,2,8,True,False,False,⿱龶𧘇,龶 𧘇
乗,"ride, power, multiplication, record, counter for vehicles, board, mount, join",3,3,9,True,False,False,乗,
係,"person in charge, connection, duty, concern oneself",3,2,9,True,False,False,⿰亻系,亻 丿 糸 系
品,"goods, refinement, dignity, article, counter for meal courses",3,3,9,True,False,False,⿱口吅,口 口 口 吅
客,"guest, visitor, customer, client",3,2,9,True,False,False,⿱宀各,宀 夂 口 各
屋,"roof, house, shop, dealer, seller",3,3,9,True,False,False,⿸尸至,尸 一 厶 𠫔 土 至
度,"degrees, occurrence, time, counter for occurrences, consider, attitude",3,3,9,True,False,False,⿸广?,广
待,"wait, depend on",3,3,9,True,False,False,⿰彳寺,彳 土 寸 寺
急,"hurry, emergency, sudden, steep",3,3,9,True,False,False,⿱刍心,⺈ 刍 心
拾,"pick up, gather, find, go on foot, ten",3,2,9,True,False,False,⿰扌合,扌 口 合
持,"hold, have",3,3,9,True,False,False,⿰扌寺,扌 土 寸 寺
指,"finger, point to, indicate, put into, play (chess), measure (ruler)",3,2,9,True,False,False,⿰扌旨,扌 匕 日 旨
昭,"shining, bright",3,1,9,True,False,False,⿰日召,日 刀 口 召
柱,"pillar, post, cylinder, support",3,2,9,True,False,False,⿰木主,木 丶 王 主
洋,"ocean, western style",3,3,9,True,False,False,⿰氵羊,氵 羊
炭,"charcoal, coal",3,2,9,True,False,False,⿱山灰,山 𠂇 火 灰
界,"world, boundary",3,3,9,True,False,False,⿱田介,田 𠆢 介
畑,"farm, field, garden, one's specialty, (kokuji)",3,2,9,True,False,False,⿰火田,火 田
発,"departure, discharge, publish, emit, start from, disclose, counter for gunshots",3,3,9,True,False,False,⿱癶?,癶
相,"inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy",3,2,9,True,False,False,⿰木目,木 目
県,prefecture,3,3,9,True,False,False,⿱⿺𠃊目?,𠃊 目
研,"polish, study of, sharpen",3,3,9,True,False,False,⿰石开,石 一 廾 开
神,"gods, mind, soul",3,2,9,True,False,False,⿰示申,示 申
秒,second (1/60 minute),3,2,9,True,False,False,⿰禾少,禾 小 丿 少
級,"class, rank, grade",3,2,9,True,False,False,⿰糸及,糸 及
美,"beauty, beautiful",3,2,9,True,False,False,⿱𦍌大,䒑 土 𦍌 大
負,"defeat, negative, -, minus, bear, owe, assume a responsibility",3,2,9,True,False,False,⿱⺈貝,⺈ 貝
追,"chase, drive away, follow, pursue, meanwhile",3,2,9,True,False,False,⿺辶𠂤,辶 𠂤
送,"escort, send",3,3,9,True,False,False,⿺辶关,辶 丶 丿 丷 一 大 天 关
重,"heavy, heap up, pile up, nest of boxes, -fold",3,3,9,True,False,False,重,
面,"mask, face, features, surface",3,2,9,True,False,False,,
倍,"double, twice, times, fold",3,2,10,True,False,False,⿰亻咅,亻 立 口 咅
勉,"exertion, endeavour, encourage, strive, make effort, diligent",3,3,10,True,False,False,⿺免力,⺈ 免 力
員,"employee, member, number, the one in charge",3,3,10,True,False,False,⿱口貝,口 貝
宮,"Shinto shrine, constellations, palace, princess",3,1,10,True,False,False,⿱宀呂,宀 口 丿 口 呂
島,island,3,2,10,True,False,False,⿹?山,山
庫,"warehouse, storehouse",3,2,10,True,False,False,⿸广車,广 車
庭,"courtyard, garden, yard",3,2,10,True,False,False,⿸广廷,广 廴 丿 土 𡈼 廷
息,"breath, respiration, son, interest (on money)",3,2,10,True,False,False,⿱自心,自 心
旅,"trip, travel",3,3,10,True,False,False,⿸𭤨?,𭤨
根,"root, radical, head (pimple)",3,2,10,True,False,False,⿰木艮,木 艮
流,"current, a sink, flow, forfeit",3,2,10,True,False,False,⿰氵㐬,氵 厶 一 𠫓 𫶧 㐬
消,"extinguish, blow out, turn off, neutralize, cancel",3,2,10,True,False,False,⿰氵肖,氵 ⺌ 肖
病,"ill, sick",3,3,10,True,False,False,⿸疒丙,疒 一 内 丙
真,"true, reality, Buddhist sect",3,3,10,True,False,False,⿱十具,十 目 具
荷,"baggage, shoulder-pole load, bear (a burden), shoulder (a gun), load, cargo, freight",3,2,10,True,False,False,⿱艹何,艹 亻 口 可 何
起,"rouse, wake up, get up",3,3,10,True,False,False,⿺走巳,土 龰 走 巳
速,"quick, fast",3,2,10,True,False,False,⿺辶束,辶 束
配,"distribute, spouse, exile, rationing",3,2,10,True,False,False,⿰酉己,酉 己
