Word,Reading,Sequence,ID,Length,Kanji,Priority,PriorityReading,PriorityNF,PriorityIchi,PriorityNews,PrioritySpec,PriorityGai,IsCommon,IsFalseReading,IsUsuallyKana,IsSometimesKana,Info,InfoReading
従来,じゅうらい,1335400,"従来,じゅうらい,1",2,従 来,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
従業,じゅうぎょう,1335240,"従業,じゅうぎょう,1",2,従 業,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
従業員,じゅうぎょういん,1335250,"従業員,じゅうぎょういん,1",3,従 業 員,ichi1 news1 nf03,ichi1 news1 nf03,3,1,1,0,0,True,False,False,False,,
従者,じゅうしゃ,1335330,"従者,じゅうしゃ,1",2,従 者,news2 nf47,news2 nf47,47,0,2,0,0,True,False,False,False,,
従軍,じゅうぐん,1335260,"従軍,じゅうぐん,1",2,従 軍,news1 nf05,news1 nf05,5,0,1,0,0,True,False,False,False,,
従順,じゅうじゅん,1595350,"従順,じゅうじゅん,1",2,従 順,news2 nf32,news2 nf32,32,0,2,0,0,True,False,False,False,,
得,とく,1454490,"得,とく,1",1,得,ichi1 news1 nf12,ichi1 news1 nf12,12,1,1,0,0,True,False,False,False,,
得々,とくとく,1770360,"得々,とくとく,1",2,得,spec1,spec1,0,0,0,1,0,True,False,False,False,,
得する,とくする,1610510,"得する,とくする,1",3,得,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
得る,うる,1454500,"得る,うる,1",2,得,ichi1 news2 nf25,ichi1 news2 nf25,25,1,2,0,0,True,False,False,False,,
得る,える,1588760,"得る,える,1",2,得,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
得失,とくしつ,1770340,"得失,とくしつ,1",2,得 失,news1 nf18,news1 nf18,18,0,1,0,0,True,False,False,False,,
得度,とくど,1661710,"得度,とくど,1",2,得 度,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
得意,とくい,1454510,"得意,とくい,1",2,得 意,ichi1 news1 nf05,ichi1 news1 nf05,5,1,1,0,0,True,False,False,False,,
得意先,とくいさき,1454530,"得意先,とくいさき,1",3,得 意 先,news1 nf22,news1 nf22,22,0,1,0,0,True,False,False,False,,
得点,とくてん,1454590,"得点,とくてん,1",2,得 点,news1 nf03,news1 nf03,3,0,1,0,0,True,False,False,False,,
得票,とくひょう,1454610,"得票,とくひょう,1",2,得 票,news1 nf04,news1 nf04,4,0,1,0,0,True,False,False,False,,
得策,とくさく,1454540,"得策,とくさく,1",2,得 策,news1 nf15,news1 nf15,15,0,1,0,0,True,False,False,False,,
得難い,えがたい,1454600,"得難い,えがたい,1",3,得 難,news2 nf38,news2 nf38,38,0,2,0,0,True,False,False,False,,
徘徊,はいかい,1600580,"徘徊,はいかい,1",2,徘 徊,news2 nf30,news2 nf30,30,0,2,0,0,True,False,False,False,,
御,お,2826528,"御,お,1",1,御,ichi1,ichi1,0,1,0,0,0,True,False,True,True,,
御,ご,1270190,"御,ご,1",1,御,ichi1,ichi1,0,1,0,0,0,True,False,False,True,,
御三家,ごさんけ,1631080,"御三家,ごさんけ,1",3,御 三 家,news2 nf26,news2 nf26,26,0,2,0,0,True,False,False,False,,
御中,おんちゅう,1270530,"御中,おんちゅう,1",2,御 中,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
御免,ごめん,1270670,"御免,ごめん,1",2,御 免,ichi1,ichi1,0,1,0,0,0,True,False,True,True,,
御利益,ごりやく,1878090,"御利益,ごりやく,1",3,御 利 益,news2 nf38,news2 nf38,38,0,2,0,0,True,False,False,False,,
御前,おまえ,1002290,"御前,おまえ,1",2,御 前,news1 nf22,ichi1 news1 nf22,22,0,1,0,0,True,False,False,False,,
御化け,おばけ,1001670,"御化け,おばけ,1",3,御 化,ichi2,ichi2 news1 nf23,0,2,0,0,0,True,False,True,True,,
御幸,ぎょうき,1649590,"御幸,ぎょうき,1",2,御 幸,news2 nf42,news2 nf42,42,0,2,0,0,True,False,False,False,,
御座います,ございます,1612690,"御座います,ございます,1",5,御 座,spec1,spec1,0,0,0,1,0,True,False,True,True,,
御所,ごしょ,1270410,"御所,ごしょ,1",2,御 所,news1 nf15,news1 nf15,15,0,1,0,0,True,False,False,False,,
御数,おかず,1588930,"御数,おかず,1",2,御 数,ichi2,ichi2,0,2,0,0,0,True,False,True,True,,
御曹司,おんぞうし,1270470,"御曹司,おんぞうし,1",3,御 曹 司,news2 nf46,news2 nf46,46,0,2,0,0,True,False,False,False,,
御殿,ごてん,1270560,"御殿,ごてん,1",2,御 殿,news2 nf26 spec2,news2 nf26 spec2,26,0,2,2,0,True,False,False,False,,
御洒落,おしゃれ,1002770,"御洒落,おしゃれ,1",3,御 洒 落,ichi1,ichi1 spec1,0,1,0,0,0,True,False,True,True,,
御無沙汰,ごぶさた,1270650,"御無沙汰,ごぶさた,1",4,御 無 沙 汰,ichi1,ichi1 spec1,0,1,0,0,0,True,False,False,False,,
御用,ごよう,1270720,"御用,ごよう,1",2,御 用,news2 nf26,news2 nf26,26,0,2,0,0,True,False,False,False,,
御用達,ごようたし,1694010,"御用達,ごようたし,1",3,御 用 達,news2 nf41,news2 nf41,41,0,2,0,0,True,False,False,False,,
御用邸,ごようてい,1631110,"御用邸,ごようてい,1",3,御 用 邸,news1 nf23,news1 nf23,23,0,1,0,0,True,False,False,False,,
御礼,おれい,1270810,"御礼,おれい,1",2,御 礼,news2 nf37,ichi1 news2 nf37,37,0,2,0,0,True,False,False,False,,
御社,おんしゃ,1270380,"御社,おんしゃ,1",2,御 社,spec1,spec1,0,0,0,1,0,True,False,False,False,,
御神籤,おみくじ,1270440,"御神籤,おみくじ,1",3,御 神 籤,ichi2,ichi2,0,2,0,0,0,True,False,True,True,,
御者,ぎょしゃ,1592080,"御者,ぎょしゃ,1",2,御 者,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
御苑,ぎょえん,1270230,"御苑,ぎょえん,1",2,御 苑,news1 nf19,news1 nf19,19,0,1,0,0,True,False,False,False,,
御輿,みこし,1270710,"御輿,みこし,1",2,御 輿,ichi1 news2 nf42,ichi1 news2 nf42,42,1,2,0,0,True,False,False,True,,
御霊,みたま,1694870,"御霊,みたま,1",2,御 霊,news2 nf42,news2 nf42,42,0,2,0,0,True,False,False,False,,
御願い,おねがい,2036870,"御願い,おねがい,1",3,御 願,spec1,spec1,0,0,0,1,0,True,False,False,False,,
御飯,ごはん,1270590,"御飯,ごはん,1",2,御 飯,ichi1 news2 nf47,ichi1 news2 nf47,47,1,2,0,0,True,False,False,False,,
復交,ふっこう,1827610,"復交,ふっこう,1",2,復 交,news2 nf30,news2 nf30,30,0,2,0,0,True,False,False,False,,
復元,ふくげん,1500770,"復元,ふくげん,1",2,復 元,news1 nf14,news1 nf14,14,0,1,0,0,True,False,False,False,,
復党,ふくとう,1827680,"復党,ふくとう,1",2,復 党,news1 nf18,news1 nf18,18,0,1,0,0,True,False,False,False,,
復刊,ふっかん,1500710,"復刊,ふっかん,1",2,復 刊,news2 nf27,news2 nf27,27,0,2,0,0,True,False,False,False,,
復刻,ふっこく,1500790,"復刻,ふっこく,1",2,復 刻,news1 nf23,news1 nf23,23,0,1,0,0,True,False,False,False,,
復刻版,ふっこくばん,1946230,"復刻版,ふっこくばん,1",3,復 刻 版,news2 nf30,news2 nf30,30,0,2,0,0,True,False,False,False,,
復古,ふっこ,1500780,"復古,ふっこ,1",2,復 古,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
復員,ふくいん,1827670,"復員,ふくいん,1",2,復 員,news1 nf22,news1 nf22,22,0,1,0,0,True,False,False,False,,
復学,ふくがく,1827630,"復学,ふくがく,1",2,復 学,news2 nf46,news2 nf46,46,0,2,0,0,True,False,False,False,,
復帰,ふっき,1500720,"復帰,ふっき,1",2,復 帰,ichi1 news1 nf04,ichi1 news1 nf04,4,1,1,0,0,True,False,False,False,,
復旧,ふっきゅう,1500740,"復旧,ふっきゅう,1",2,復 旧,news1 nf09,news1 nf09,9,0,1,0,0,True,False,False,False,,
復権,ふっけん,1500760,"復権,ふっけん,1",2,復 権,news1 nf09,news1 nf09,9,0,1,0,0,True,False,False,False,,
復水器,ふくすいき,1827570,"復水器,ふくすいき,1",3,復 水 器,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
復活,ふっかつ,1500700,"復活,ふっかつ,1",2,復 活,ichi1 news1 nf04,ichi1 news1 nf04,4,1,1,0,0,True,False,False,False,,
復活祭,ふっかつさい,1827640,"復活祭,ふっかつさい,1",3,復 活 祭,news2 nf33,news2 nf33,33,0,2,0,0,True,False,False,False,,
復習,ふくしゅう,1500800,"復習,ふくしゅう,1",2,復 習,ichi1 news2 nf37,ichi1 news2 nf37,37,1,2,0,0,True,False,False,False,,
復職,ふくしょく,1500850,"復職,ふくしょく,1",2,復 職,news2 nf31,news2 nf31,31,0,2,0,0,True,False,False,False,,
復興,ふっこう,1500750,"復興,ふっこう,1",2,復 興,news1 nf04,news1 nf04,4,0,1,0,0,True,False,False,False,,
復調,ふくちょう,1500860,"復調,ふくちょう,1",2,復 調,news1 nf16,news1 nf16,16,0,1,0,0,True,False,False,False,,
復讐,ふくしゅう,1500840,"復讐,ふくしゅう,1",2,復 讐,ichi1 news2 nf29,ichi1 news2 nf29,29,1,2,0,0,True,False,False,False,,
復配,ふくはい,1827700,"復配,ふくはい,1",2,復 配,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
循環,じゅんかん,1341340,"循環,じゅんかん,1",2,循 環,ichi1 news1 nf11,ichi1 news1 nf11,11,1,1,0,0,True,False,False,False,,
循環器,じゅんかんき,1735930,"循環器,じゅんかんき,1",3,循 環 器,news1 nf23,news1 nf23,23,0,1,0,0,True,False,False,False,,
微か,かすか,1590290,"微か,かすか,1",2,微,ichi1,ichi1,0,1,0,0,0,True,False,True,True,,
微力,びりょく,1486210,"微力,びりょく,1",2,微 力,news2 nf34,news2 nf34,34,0,2,0,0,True,False,False,False,,
微動,びどう,1723990,"微動,びどう,1",2,微 動,news1 nf19,news1 nf19,19,0,1,0,0,True,False,False,False,,
微塵,みじん,1486050,"微塵,みじん,1",2,微 塵,spec1,spec1,0,0,0,1,0,True,False,False,False,,
微妙,びみょう,1486170,"微妙,びみょう,1",2,微 妙,ichi1 news1 nf03,ichi1 news1 nf03,3,1,1,0,0,True,False,False,False,,
微小,びしょう,1485970,"微小,びしょう,1",2,微 小,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
微弱,びじゃく,1485960,"微弱,びじゃく,1",2,微 弱,news2 nf36,news2 nf36,36,0,2,0,0,True,False,False,False,,
微熱,びねつ,1486130,"微熱,びねつ,1",2,微 熱,news2 nf29 spec2,news2 nf29 spec2,29,0,2,2,0,True,False,False,False,,
微生物,びせいぶつ,1486090,"微生物,びせいぶつ,1",3,微 生 物,news1 nf14,news1 nf14,14,0,1,0,0,True,False,False,False,,
微笑,びしょう,1485990,"微笑,びしょう,1",2,微 笑,ichi1 news1 nf20,ichi1 news1 nf20,20,1,1,0,0,True,False,False,False,,
微笑む,ほほえむ,1486030,"微笑む,ほほえむ,1",3,微 笑,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
微粒子,びりゅうし,1486190,"微粒子,びりゅうし,1",3,微 粒 子,news2 nf27,news2 nf27,27,0,2,0,0,True,False,False,False,,
微細,びさい,1485930,"微細,びさい,1",2,微 細,news1 nf21,news1 nf21,21,0,1,0,0,True,False,False,False,,
微量,びりょう,1486200,"微量,びりょう,1",2,微 量,news1 nf21,news1 nf21,21,0,1,0,0,True,False,False,False,,
微震,びしん,1486040,"微震,びしん,1",2,微 震,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
微風,そよかぜ,1006960,"微風,そよかぜ,1",2,微 風,news2 nf37,ichi1 news2 nf37,37,0,2,0,0,True,False,False,False,,
徳利,とっくり,1454660,"徳利,とっくり,1",2,徳 利,news2 nf45,news2 nf45,45,0,2,0,0,True,False,False,False,,
徳義,とくぎ,1661720,"徳義,とくぎ,1",2,徳 義,news2 nf27,news2 nf27,27,0,2,0,0,True,False,False,False,,
徳行,とっこう,1661670,"徳行,とっこう,1",2,徳 行,news2 nf41,news2 nf41,41,0,2,0,0,True,False,False,False,,
徴候,ちょうこう,1597620,"徴候,ちょうこう,1",2,徴 候,ichi1,ichi1 news1 nf12,0,1,0,0,0,True,False,False,False,,
徴兵,ちょうへい,1428130,"徴兵,ちょうへい,1",2,徴 兵,ichi1 news1 nf14,ichi1 news1 nf14,14,1,1,0,0,True,False,False,False,,
徴収,ちょうしゅう,1428110,"徴収,ちょうしゅう,1",2,徴 収,ichi1 news1 nf12,ichi1 news1 nf12,12,1,1,0,0,True,False,False,False,,
徴用,ちょうよう,1428150,"徴用,ちょうよう,1",2,徴 用,news2 nf28,news2 nf28,28,0,2,0,0,True,False,False,False,,
徴税,ちょうぜい,1428120,"徴税,ちょうぜい,1",2,徴 税,news2 nf27 spec2,news2 nf27 spec2,27,0,2,2,0,True,False,False,False,,
徴集,ちょうしゅう,1616630,"徴集,ちょうしゅう,1",2,徴 集,news2 nf40,news2 nf40,40,0,2,0,0,True,False,False,False,,
徹す,とおす,1432900,"徹す,とおす,1",2,徹,news1 nf20,ichi1 news1 nf20,20,0,1,0,0,True,False,False,False,,
徹する,てっする,1598340,"徹する,てっする,1",3,徹,ichi1 news1 nf16,ichi1 news1 nf16,16,1,1,0,0,True,False,False,False,,
徹夜,てつや,1437700,"徹夜,てつや,1",2,徹 夜,ichi1 news1 nf11,ichi1 news1 nf11,11,1,1,0,0,True,False,False,False,,
徹底,てってい,1437670,"徹底,てってい,1",2,徹 底,ichi1 news1 nf03,ichi1 news1 nf03,3,1,1,0,0,True,False,False,False,,
徹底的,てっていてき,1437680,"徹底的,てっていてき,1",3,徹 底 的,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
心,こころ,1360480,"心,こころ,1",1,心,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
心,しん,1595125,"心,しん,1",1,心,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
心から,こころから,1853490,"心から,こころから,1",3,心,news1 nf08 spec1,news1 nf08 spec1,8,0,1,1,0,True,False,False,False,,
心がけ,こころがけ,1360500,"心がけ,こころがけ,1",3,心,news2 nf42 spec2,ichi1 news2 nf38 nf42 spec2,42,0,2,2,0,True,False,False,False,,
心がける,こころがける,1360610,"心がける,こころがける,1",4,心,spec1,ichi1 news2 nf40 spec1,0,0,0,1,0,True,False,False,False,,
心をこめて,こころをこめて,1360540,"心をこめて,こころをこめて,1",5,心,spec1,spec1,0,0,0,1,0,True,False,False,False,,
心を込めて,こころをこめて,1360540,"心を込めて,こころをこめて,1",5,心 込,spec1,spec1,0,0,0,1,0,True,False,False,False,,
心不全,しんふぜん,1360950,"心不全,しんふぜん,1",3,心 不 全,news1 nf03,news1 nf03,3,0,1,0,0,True,False,False,False,,
心中,しんじゅう,1360840,"心中,しんじゅう,1",2,心 中,ichi1 news1 nf15,ichi1 news1 nf15,15,1,1,0,0,True,False,False,False,,
心中,しんちゅう,1609980,"心中,しんちゅう,1",2,心 中,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
心労,しんろう,1361080,"心労,しんろう,1",2,心 労,news2 nf33 spec2,news2 nf33 spec2,33,0,2,2,0,True,False,False,False,,
心地,ここち,1360820,"心地,ここち,1",2,心 地,ichi1 news1 nf14,ichi1 news1 nf14,14,1,1,0,0,True,False,False,False,,
心地よい,ここちよい,1360830,"心地よい,ここちよい,1",4,心 地,spec1,spec1,0,0,0,1,0,True,False,False,False,,
心境,しんきょう,1360630,"心境,しんきょう,1",2,心 境,ichi1 news1 nf07,ichi1 news1 nf07,7,1,1,0,0,True,False,False,False,,
心変わり,こころがわり,1360980,"心変わり,こころがわり,1",4,心 変,news2 nf42,news2 nf42,42,0,2,0,0,True,False,False,False,,
心外,しんがい,1360570,"心外,しんがい,1",2,心 外,news1 nf24,news1 nf24,24,0,1,0,0,True,False,False,False,,
心室,しんしつ,1793440,"心室,しんしつ,1",2,心 室,news2 nf38,news2 nf38,38,0,2,0,0,True,False,False,False,,
心底,しんそこ,1360860,"心底,しんそこ,1",2,心 底,news2 nf26,news2 nf26,26,0,2,0,0,True,False,False,False,,
心強い,こころづよい,1360640,"心強い,こころづよい,1",3,心 強,ichi1 news2 nf39,ichi1 news2 nf39,39,1,2,0,0,True,False,False,False,,
心当たり,こころあたり,1360890,"心当たり,こころあたり,1",4,心 当,ichi1 news2 nf29,ichi1 news2 nf29,29,1,2,0,0,True,False,False,False,,
心待ち,こころまち,1360800,"心待ち,こころまち,1",3,心 待,news1 nf20,news1 nf20,20,0,1,0,0,True,False,False,False,,
心得,こころえ,1360910,"心得,こころえ,1",2,心 得,ichi1 news1 nf23,ichi1 news1 nf23,23,1,1,0,0,True,False,False,False,,
心得る,こころえる,1360920,"心得る,こころえる,1",3,心 得,ichi1 news1 nf20,ichi1 news1 nf20,20,1,1,0,0,True,False,False,False,,
心性,しんせい,1793420,"心性,しんせい,1",2,心 性,news2 nf45,news2 nf45,45,0,2,0,0,True,False,False,False,,
心情,しんじょう,1360720,"心情,しんじょう,1",2,心 情,news1 nf11,news1 nf11,11,0,1,0,0,True,False,False,False,,
心意気,こころいき,1793720,"心意気,こころいき,1",3,心 意 気,news1 nf22,news1 nf22,22,0,1,0,0,True,False,False,False,,
心憎い,こころにくい,1793760,"心憎い,こころにくい,1",3,心 憎,news2 nf43,news2 nf43,43,0,2,0,0,True,False,False,False,,
心房,しんぼう,1646710,"心房,しんぼう,1",2,心 房,news2 nf43,news2 nf43,43,0,2,0,0,True,False,False,False,,
心拍,しんぱく,1360940,"心拍,しんぱく,1",2,心 拍,news2 nf39,news2 nf39,39,0,2,0,0,True,False,False,False,,
心拍数,しんぱくすう,1938910,"心拍数,しんぱくすう,1",3,心 拍 数,news2 nf30,news2 nf30,30,0,2,0,0,True,False,False,False,,
心持ち,こころもち,1360700,"心持ち,こころもち,1",3,心 持,news2 nf42,news2 nf42,42,0,2,0,0,True,False,False,False,,
心掛け,こころがけ,1360500,"心掛け,こころがけ,1",3,心 掛,ichi1 news2 nf38,ichi1 news2 nf38 nf42 spec2,38,1,2,0,0,True,False,False,False,,
心掛ける,こころがける,1360610,"心掛ける,こころがける,1",4,心 掛,ichi1 news2 nf40,ichi1 news2 nf40 spec1,40,1,2,0,0,True,False,False,False,,
心根,こころね,1793530,"心根,こころね,1",2,心 根,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
心構え,こころがまえ,1360670,"心構え,こころがまえ,1",3,心 構,news1 nf16,news1 nf16,16,0,1,0,0,True,False,False,False,,
心機一転,しんきいってん,1793810,"心機一転,しんきいってん,1",4,心 機 一 転,news2 nf39,news2 nf39,39,0,2,0,0,True,False,False,False,,
心残り,こころのこり,1360690,"心残り,こころのこり,1",3,心 残,news2 nf31,news2 nf31,31,0,2,0,0,True,False,False,True,,
心理,しんり,1361000,"心理,しんり,1",2,心 理,ichi1 news1 nf04,ichi1 news1 nf04,4,1,1,0,0,True,False,False,False,,
心理学,しんりがく,1361010,"心理学,しんりがく,1",3,心 理 学,news1 nf11,news1 nf11,11,0,1,0,0,True,False,False,False,,
心理的,しんりてき,1793630,"心理的,しんりてき,1",3,心 理 的,spec1,spec1,0,0,0,1,0,True,False,False,False,,
心神喪失,しんしんそうしつ,1793490,"心神喪失,しんしんそうしつ,1",4,心 神 喪 失,news2 nf41,news2 nf41,41,0,2,0,0,True,False,False,False,,
心神耗弱,しんしんこうじゃく,1360730,"心神耗弱,しんしんこうじゃく,1",4,心 神 耗 弱,news2 nf45 spec2,news2 nf45 spec2,45,0,2,2,0,True,False,False,False,,
心筋,しんきん,1646860,"心筋,しんきん,1",2,心 筋,news1 nf10,news1 nf10,10,0,1,0,0,True,False,False,False,,
心筋梗塞,しんきんこうそく,1648630,"心筋梗塞,しんきんこうそく,1",4,心 筋 梗 塞,news2 nf30,news2 nf30,30,0,2,0,0,True,False,False,False,,
心細い,こころぼそい,1360680,"心細い,こころぼそい,1",3,心 細,ichi1 news2 nf45,ichi1 news2 nf45,45,1,2,0,0,True,False,False,False,,
心臓,しんぞう,1360770,"心臓,しんぞう,1",2,心 臓,ichi1 news1 nf04,ichi1 news1 nf04,4,1,1,0,0,True,False,False,False,,
心臓病,しんぞうびょう,1793880,"心臓病,しんぞうびょう,1",3,心 臓 病,news1 nf12,news1 nf12,12,0,1,0,0,True,False,False,False,,
心苦しい,こころぐるしい,1793400,"心苦しい,こころぐるしい,1",4,心 苦,news2 nf43,news2 nf43,43,0,2,0,0,True,False,False,False,,
心血,しんけつ,1360650,"心血,しんけつ,1",2,心 血,news2 nf33,news2 nf33,33,0,2,0,0,True,False,False,False,,
心象,しんしょう,2647240,"心象,しんしょう,1",2,心 象,news2 nf28,news2 nf28,28,0,2,0,0,True,False,False,False,,
心身,しんしん,1360750,"心身,しんしん,1",2,心 身,ichi1 news1 nf10,ichi1 news1 nf10,10,1,1,0,0,True,False,False,False,,
心身症,しんしんしょう,1793320,"心身症,しんしんしょう,1",3,心 身 症,news2 nf38,news2 nf38,38,0,2,0,0,True,False,False,False,,
心遣い,こころづかい,1360660,"心遣い,こころづかい,1",3,心 遣,news2 nf28 spec2,news2 nf28 spec2,28,0,2,2,0,True,False,False,False,,
心配,しんぱい,1360930,"心配,しんぱい,1",2,心 配,ichi1 news1 nf04,ichi1 news1 nf04,4,1,1,0,0,True,False,False,False,,
心配り,こころくばり,1640000,"心配り,こころくばり,1",3,心 配,news2 nf34,news2 nf34,34,0,2,0,0,True,False,False,False,,
心酔,しんすい,1360760,"心酔,しんすい,1",2,心 酔,news2 nf38 spec2,news2 nf38 spec2,38,0,2,2,0,True,False,False,False,,
心電図,しんでんず,1360880,"心電図,しんでんず,1",3,心 電 図,news2 nf25,news2 nf25,25,0,2,0,0,True,False,False,False,,
心霊,しんれい,1361060,"心霊,しんれい,1",2,心 霊,news2 nf43,news2 nf43,43,0,2,0,0,True,False,False,False,,
心頭,しんとう,1793840,"心頭,しんとう,1",2,心 頭,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
必ず,かならず,1487400,"必ず,かならず,1",2,必,ichi1 news1 nf03,ichi1 news1 nf03,3,1,1,0,0,True,False,False,False,,
必ずしも,かならずしも,1487410,"必ずしも,かならずしも,1",4,必,ichi1 news1 nf05,ichi1 news1 nf05,5,1,1,0,0,True,False,False,False,,
必修,ひっしゅう,1487510,"必修,ひっしゅう,1",2,必 修,ichi1 news1 nf23,ichi1 news1 nf23,23,1,1,0,0,True,False,False,False,,
必勝,ひっしょう,1487530,"必勝,ひっしょう,1",2,必 勝,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
必携,ひっけい,1487430,"必携,ひっけい,1",2,必 携,news2 nf43 spec2,news2 nf43 spec2,43,0,2,2,0,True,False,False,False,,
必死,ひっし,1601890,"必死,ひっし,1",2,必 死,ichi1 news1 nf05,ichi1 news1 nf05,5,1,1,0,0,True,False,False,False,,
必死になって,ひっしになって,1903910,"必死になって,ひっしになって,1",6,必 死,spec1,spec1,0,0,0,1,0,True,False,False,False,,
必殺,ひっさつ,1487450,"必殺,ひっさつ,1",2,必 殺,news2 nf39,news2 nf39,39,0,2,0,0,True,False,False,False,,
必然,ひつぜん,1487570,"必然,ひつぜん,1",2,必 然,ichi1 news1 nf19,ichi1 news1 nf19,19,1,1,0,0,True,False,False,False,,
必然性,ひつぜんせい,1487580,"必然性,ひつぜんせい,1",3,必 然 性,news2 nf28,news2 nf28,28,0,2,0,0,True,False,False,False,,
必然的,ひつぜんてき,1487590,"必然的,ひつぜんてき,1",3,必 然 的,ichi1 news1 nf17,ichi1 news1 nf17,17,1,1,0,0,True,False,False,False,,
必着,ひっちゃく,1487600,"必着,ひっちゃく,1",2,必 着,ichi1 news1 nf12,ichi1 news1 nf12,12,1,1,0,0,True,False,False,False,,
必至,ひっし,1601895,"必至,ひっし,1",2,必 至,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
必要,ひつよう,1487660,"必要,ひつよう,1",2,必 要,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
必要性,ひつようせい,1487730,"必要性,ひつようせい,1",3,必 要 性,news1 nf03,news1 nf03,3,0,1,0,0,True,False,False,False,,
必要条件,ひつようじょうけん,1487720,"必要条件,ひつようじょうけん,1",4,必 要 条 件,news2 nf25,news2 nf25,25,0,2,0,0,True,False,False,False,,
必見,ひっけん,1487440,"必見,ひっけん,1",2,必 見,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
必読,ひつどく,1487630,"必読,ひつどく,1",2,必 読,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
必需,ひつじゅ,1487490,"必需,ひつじゅ,1",2,必 需,news1 nf15,news1 nf15,15,0,1,0,0,True,False,False,False,,
必需品,ひつじゅひん,1487500,"必需品,ひつじゅひん,1",3,必 需 品,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
必須,ひっす,1487540,"必須,ひっす,1",2,必 須,ichi1 news1 nf20,ichi1 news1 nf20,20,1,1,0,0,True,False,False,False,,
必須条件,ひっすじょうけん,1731210,"必須条件,ひっすじょうけん,1",4,必 須 条 件,spec1,spec1,0,0,0,1,0,True,False,False,False,,
忌まわしい,いまわしい,1220070,"忌まわしい,いまわしい,1",5,忌,news2 nf37 spec2,news2 nf37 spec2,37,0,2,2,0,True,False,False,False,,
忌避,きひ,1220120,"忌避,きひ,1",2,忌 避,news2 nf28 spec2,news2 nf28 spec2,28,0,2,2,0,True,False,False,False,,
忍び,しのび,1467400,"忍び,しのび,1",2,忍,news2 nf46,news2 nf46,46,0,2,0,0,True,False,False,False,,
忍び寄る,しのびよる,1467410,"忍び寄る,しのびよる,1",4,忍 寄,news2 nf41,news2 nf41,41,0,2,0,0,True,False,False,False,,
忍び込む,しのびこむ,1467430,"忍び込む,しのびこむ,1",4,忍 込,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
忍ぶ,しのぶ,1467450,"忍ぶ,しのぶ,1",2,忍,ichi1 news2 nf33,ichi1 news2 nf33,33,1,2,0,0,True,False,False,False,,
忍者,にんじゃ,1467470,"忍者,にんじゃ,1",2,忍 者,news2 nf27 spec2,news2 nf27 spec2,27,0,2,2,0,True,False,False,False,,
忍耐,にんたい,1467500,"忍耐,にんたい,1",2,忍 耐,ichi1 news1 nf15,ichi1 news1 nf15,15,1,1,0,0,True,False,False,False,,
志,こころざし,1309050,"志,こころざし,1",1,志,ichi1 news1 nf03,ichi1 news1 nf03,3,1,1,0,0,True,False,False,False,,
志す,こころざす,1309060,"志す,こころざす,1",2,志,ichi1 news2 nf36,ichi1 news2 nf36,36,1,2,0,0,True,False,False,False,,
志向,しこう,1309110,"志向,しこう,1",2,志 向,news1 nf04,news1 nf04,4,0,1,0,0,True,False,False,False,,
志士,しし,1309120,"志士,しし,1",2,志 士,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
志望,しぼう,1309140,"志望,しぼう,1",2,志 望,news1 nf10,news1 nf10,10,0,1,0,0,True,False,False,False,,
志願,しがん,1309080,"志願,しがん,1",2,志 願,news1 nf09,news1 nf09,9,0,1,0,0,True,False,False,False,,
忘れる,わすれる,1519210,"忘れる,わすれる,1",3,忘,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
忘れ去る,わすれさる,1651560,"忘れ去る,わすれさる,1",4,忘 去,news2 nf29,news2 nf29,29,0,2,0,0,True,False,False,False,,
忘れ物,わすれもの,1519230,"忘れ物,わすれもの,1",3,忘 物,ichi1 news2 nf33,ichi1 news2 nf33,33,1,2,0,0,True,False,False,False,,
