Word,Reading,Sequence,ID,Length,Kanji,Priority,PriorityReading,PriorityNF,PriorityIchi,PriorityNews,PrioritySpec,PriorityGai,IsCommon,IsFalseReading,IsUsuallyKana,IsSometimesKana,Info,InfoReading
事務取扱い,じむとりあつかい,1314390,"事務取扱い,じむとりあつかい,1",5,事 務 取 扱,news2 nf42,news2 nf42,42,0,2,0,0,True,False,False,False,,
事務員,じむいん,1314280,"事務員,じむいん,1",3,事 務 員,ichi1 news1 nf20,ichi1 news1 nf20,20,1,1,0,0,True,False,False,False,,
事務官,じむかん,1314320,"事務官,じむかん,1",3,事 務 官,news1 nf22,news1 nf22,22,0,1,0,0,True,False,False,False,,
事務室,じむしつ,1314380,"事務室,じむしつ,1",3,事 務 室,ichi1 news1 nf17,ichi1 news1 nf17,17,1,1,0,0,True,False,False,False,,
事務局,じむきょく,1314350,"事務局,じむきょく,1",3,事 務 局,news1 nf01,news1 nf01,1,0,1,0,0,True,False,False,False,,
事務当局,じむとうきょく,1314460,"事務当局,じむとうきょく,1",4,事 務 当 局,news1 nf20,news1 nf20,20,0,1,0,0,True,False,False,False,,
事務所,じむしょ,1314400,"事務所,じむしょ,1",3,事 務 所,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
事務次官,じむじかん,1314370,"事務次官,じむじかん,1",4,事 務 次 官,news1 nf03,news1 nf03,3,0,1,0,0,True,False,False,False,,
事務的,じむてき,1314450,"事務的,じむてき,1",3,事 務 的,news1 nf23,news1 nf23,23,0,1,0,0,True,False,False,False,,
事務総局,じむそうきょく,1314410,"事務総局,じむそうきょく,1",4,事 務 総 局,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
事変,じへん,1314250,"事変,じへん,1",2,事 変,news1 nf23,news1 nf23,23,0,1,0,0,True,False,False,False,,
事実,じじつ,1313960,"事実,じじつ,1",2,事 実,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
事実上,じじつじょう,1313970,"事実上,じじつじょう,1",3,事 実 上,news1 nf02,news1 nf02,2,0,1,0,0,True,False,False,False,,
事実無根,じじつむこん,1313990,"事実無根,じじつむこん,1",4,事 実 無 根,news1 nf18,news1 nf18,18,0,1,0,0,True,False,False,False,,
事後,じご,1313880,"事後,じご,1",2,事 後,news1 nf12,news1 nf12,12,0,1,0,0,True,False,False,False,,
事情,じじょう,1314010,"事情,じじょう,1",2,事 情,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
事態,じたい,1595240,"事態,じたい,1",2,事 態,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
事故,じこ,1313850,"事故,じこ,1",2,事 故,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
事柄,ことがら,1314240,"事柄,ことがら,1",2,事 柄,ichi1 news1 nf15,ichi1 news1 nf15,15,1,1,0,0,True,False,False,False,,
事業,じぎょう,1313670,"事業,じぎょう,1",2,事 業,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
事業化,じぎょうか,1313680,"事業化,じぎょうか,1",3,事 業 化,news2 nf39,news2 nf39,39,0,2,0,0,True,False,False,False,,
事業家,じぎょうか,1313690,"事業家,じぎょうか,1",3,事 業 家,news2 nf33,news2 nf33,33,0,2,0,0,True,False,False,False,,
事業所,じぎょうしょ,1313740,"事業所,じぎょうしょ,1",3,事 業 所,news1 nf09,news1 nf09,9,0,1,0,0,True,False,False,False,,
事物,じぶつ,1314230,"事物,じぶつ,1",2,事 物,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
事由,じゆう,1314510,"事由,じゆう,1",2,事 由,news2 nf27 spec2,news2 nf27 spec2,27,0,2,2,0,True,False,False,False,,
事象,じしょう,1314000,"事象,じしょう,1",2,事 象,news1 nf20,news1 nf20,20,0,1,0,0,True,False,False,False,,
事項,じこう,1313910,"事項,じこう,1",2,事 項,news1 nf05,news1 nf05,5,0,1,0,0,True,False,False,False,,
二,に,1461140,"二,に,1",1,二,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
二つ,ふたつ,1461160,"二つ,ふたつ,1",2,二,ichi1 news1 nf02,ichi1 news1 nf02,2,1,1,0,0,True,False,False,False,,
二つ目,ふたつめ,1625070,"二つ目,ふたつめ,1",3,二 目,news1 nf18,news1 nf18,18,0,1,0,0,True,False,False,False,,
二つ返事,ふたつへんじ,1461220,"二つ返事,ふたつへんじ,1",4,二 返 事,news2 nf40,news2 nf40,40,0,2,0,0,True,False,False,False,,
二の次,にのつぎ,1461270,"二の次,にのつぎ,1",3,二 次,news1 nf24,news1 nf24,24,0,1,0,0,True,False,False,False,,
二の足,にのあし,1461290,"二の足,にのあし,1",3,二 足,news2 nf25,news2 nf25,25,0,2,0,0,True,False,False,False,,
二七日,ふたなぬか,1582650,"二七日,ふたなぬか,1",3,二 七 日,news1 nf11,news1 nf11,11,0,1,0,0,True,False,False,False,,
二三,にさん,1461790,"二三,にさん,1",2,二 三,news2 nf29,news2 nf29,29,0,2,0,0,True,False,False,False,,
二世,にせい,1462550,"二世,にせい,1",2,二 世,news1 nf08,news1 nf08,8,0,1,0,0,True,False,False,False,,
二人,ふたり,1582670,"二人,ふたり,1",2,二 人,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
二人とも,ふたりとも,1462470,"二人とも,ふたりとも,1",4,二 人,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二人三脚,ににんさんきゃく,1462490,"二人三脚,ににんさんきゃく,1",4,二 人 三 脚,news1 nf16,news1 nf16,16,0,1,0,0,True,False,False,False,,
二人前,ににんまえ,1582680,"二人前,ににんまえ,1",3,二 人 前,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
二人連れ,ふたりづれ,1462540,"二人連れ,ふたりづれ,1",4,二 人 連,news2 nf36,news2 nf36,36,0,2,0,0,True,False,False,False,,
二佐,にさ,1461780,"二佐,にさ,1",2,二 佐,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
二元,にげん,1954180,"二元,にげん,1",2,二 元,news2 nf30,news2 nf30,30,0,2,0,0,True,False,False,False,,
二元論,にげんろん,1461620,"二元論,にげんろん,1",3,二 元 論,news2 nf40,news2 nf40,40,0,2,0,0,True,False,False,False,,
二八,にはち,1462940,"二八,にはち,1",2,二 八,news2 nf31,news2 nf31,31,0,2,0,0,True,False,False,False,,
二分,にぶん,1463100,"二分,にぶん,1",2,二 分,news1 nf15,news1 nf15,15,0,1,0,0,True,False,False,False,,
二割,にわり,1461460,"二割,にわり,1",2,二 割,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二十,にじゅう,1462000,"二十,にじゅう,1",2,二 十,ichi1,ichi1 spec1,0,1,0,0,0,True,False,False,False,,
二十一日,にじゅういちにち,2737910,"二十一日,にじゅういちにち,1",4,二 十 一 日,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二十七日,にじゅうしちにち,2738430,"二十七日,にじゅうしちにち,1",4,二 十 七 日,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二十三日,にじゅうさんにち,2738200,"二十三日,にじゅうさんにち,1",4,二 十 三 日,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二十世紀,にじっせいき,1462040,"二十世紀,にじっせいき,1",4,二 十 世 紀,news1 nf11,news1 nf11,11,0,1,0,0,True,False,False,False,,
二十九日,にじゅうくにち,2738470,"二十九日,にじゅうくにち,1",4,二 十 九 日,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二十二日,にじゅうににち,2738190,"二十二日,にじゅうににち,1",4,二 十 二 日,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二十五日,にじゅうごにち,2738210,"二十五日,にじゅうごにち,1",4,二 十 五 日,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二十八日,にじゅうはちにち,2738440,"二十八日,にじゅうはちにち,1",4,二 十 八 日,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二十六日,にじゅうろくにち,2738420,"二十六日,にじゅうろくにち,1",4,二 十 六 日,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二十四日,にじゅうよっか,1629300,"二十四日,にじゅうよっか,1",4,二 十 四 日,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二十四時間制,にじゅうよじかんせい,1462010,"二十四時間制,にじゅうよじかんせい,1",6,二 十 四 時 間 制,news1 nf08,news1 nf08,8,0,1,0,0,True,False,False,False,,
二十日,はつか,1600850,"二十日,はつか,1",3,二 十 日,ichi1,ichi1 spec1,0,1,0,0,0,True,False,False,False,,
二十歳,はたち,1600790,"二十歳,はたち,1",3,二 十 歳,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
二号,にごう,1461750,"二号,にごう,1",2,二 号,news1 nf22,news1 nf22,22,0,1,0,0,True,False,False,False,,
二回,にかい,1461410,"二回,にかい,1",2,二 回,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二塁,にるい,1463310,"二塁,にるい,1",2,二 塁,news1 nf04,news1 nf04,4,0,1,0,0,True,False,False,False,,
二塁手,にるいしゅ,1463320,"二塁手,にるいしゅ,1",3,二 塁 手,news1 nf21,news1 nf21,21,0,1,0,0,True,False,False,False,,
二塁打,にるいだ,1463330,"二塁打,にるいだ,1",3,二 塁 打,news1 nf04,news1 nf04,4,0,1,0,0,True,False,False,False,,
二宮,にぐう,1461480,"二宮,にぐう,1",2,二 宮,news1 nf19,news1 nf19,19,0,1,0,0,True,False,False,False,,
二度,にど,1462730,"二度,にど,1",2,二 度,news1 nf05,news1 nf05,5,0,1,0,0,True,False,False,False,,
二度と,にどと,2110850,"二度と,にどと,1",3,二 度,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二度寝,にどね,2220480,"二度寝,にどね,1",3,二 度 寝,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二律背反,にりつはいはん,1463270,"二律背反,にりつはいはん,1",4,二 律 背 反,news2 nf34,news2 nf34,34,0,2,0,0,True,False,False,False,,
二手,ふたて,1461970,"二手,ふたて,1",2,二 手,news2 nf45,news2 nf45,45,0,2,0,0,True,False,False,False,,
二日,ふつか,1462900,"二日,ふつか,1",2,二 日,ichi1,ichi1 spec1,0,1,0,0,0,True,False,False,False,,
二日酔い,ふつかよい,1602760,"二日酔い,ふつかよい,1",4,二 日 酔,news2 nf34,news2 nf34,34,0,2,0,0,True,False,False,False,,
二月,にがつ,1461560,"二月,にがつ,1",2,二 月,news1 nf01,news1 nf01 spec1,1,0,1,0,0,True,False,False,False,,
二期,にき,1729870,"二期,にき,1",2,二 期,news1 nf11,news1 nf11,11,0,1,0,0,True,False,False,False,,
二本立て,にほんだて,1463170,"二本立て,にほんだて,1",4,二 本 立,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
二枚,にまい,1954200,"二枚,にまい,1",2,二 枚,news1 nf10,news1 nf10,10,0,1,0,0,True,False,False,False,,
二枚目,にまいめ,1463210,"二枚目,にまいめ,1",3,二 枚 目,news1 nf20,news1 nf20,20,0,1,0,0,True,False,False,False,,
二枚舌,にまいじた,1463200,"二枚舌,にまいじた,1",3,二 枚 舌,news2 nf38 spec2,news2 nf38 spec2,38,0,2,2,0,True,False,False,False,,
二次,にじ,1461870,"二次,にじ,1",2,二 次,news1 nf06,news1 nf06,6,0,1,0,0,True,False,False,False,,
二次会,にじかい,1461880,"二次会,にじかい,1",3,二 次 会,news2 nf35,news2 nf35,35,0,2,0,0,True,False,False,False,,
二次元,にじげん,1461900,"二次元,にじげん,1",3,二 次 元,news2 nf46,news2 nf46,46,0,2,0,0,True,False,False,False,,
二次的,にじてき,1461910,"二次的,にじてき,1",3,二 次 的,news2 nf47,news2 nf47,47,0,2,0,0,True,False,False,False,,
二死,にし,1461840,"二死,にし,1",2,二 死,news1 nf04,news1 nf04,4,0,1,0,0,True,False,False,False,,
二段構え,にだんがまえ,1642970,"二段構え,にだんがまえ,1",4,二 段 構,news2 nf33,news2 nf33,33,0,2,0,0,True,False,False,False,,
二流,にりゅう,1463280,"二流,にりゅう,1",2,二 流,ichi1 news2 nf33,ichi1 news2 nf33,33,1,2,0,0,True,False,False,False,,
二番,にばん,1462950,"二番,にばん,1",2,二 番,news1 nf10,news1 nf10,10,0,1,0,0,True,False,False,False,,
二百,にひゃく,1656380,"二百,にひゃく,1",2,二 百,news1 nf02,news1 nf02 spec1,2,0,1,0,0,True,False,False,False,,
二百二十日,にひゃくはつか,1463040,"二百二十日,にひゃくはつか,1",5,二 百 二 十 日,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
二百十日,にひゃくとおか,1463030,"二百十日,にひゃくとおか,1",4,二 百 十 日,news1 nf22,news1 nf22,22,0,1,0,0,True,False,False,False,,
二目,ふため,1463230,"二目,ふため,1",2,二 目,news2 nf45,news2 nf45,45,0,2,0,0,True,False,False,False,,
二者,にしゃ,1461930,"二者,にしゃ,1",2,二 者,news2 nf31,news2 nf31,31,0,2,0,0,True,False,False,False,,
二者択一,にしゃたくいつ,1461960,"二者択一,にしゃたくいつ,1",4,二 者 択 一,news1 nf24,news1 nf24,24,0,1,0,0,True,False,False,False,,
二色,にしょく,1462390,"二色,にしょく,1",2,二 色,news2 nf38,news2 nf38,38,0,2,0,0,True,False,False,False,,
二葉,によう,1463260,"二葉,によう,1",2,二 葉,news2 nf27,news2 nf27,27,0,2,0,0,True,False,False,False,,
二見,ふたみ,1461580,"二見,ふたみ,1",2,二 見,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
二言,にごん,1461650,"二言,にごん,1",2,二 言,news2 nf45,news2 nf45,45,0,2,0,0,True,False,False,False,,
二軍,にぐん,1461530,"二軍,にぐん,1",2,二 軍,news1 nf15,news1 nf15,15,0,1,0,0,True,False,False,False,,
二輪車,にりんしゃ,1463300,"二輪車,にりんしゃ,1",3,二 輪 車,news1 nf20,news1 nf20,20,0,1,0,0,True,False,False,False,,
二通り,ふたとおり,1462720,"二通り,ふたとおり,1",3,二 通,news2 nf28,news2 nf28,28,0,2,0,0,True,False,False,False,,
二部,にぶ,1463050,"二部,にぶ,1",2,二 部,news1 nf08,news1 nf08,8,0,1,0,0,True,False,False,False,,
二酸化炭素,にさんかたんそ,1461820,"二酸化炭素,にさんかたんそ,1",5,二 酸 化 炭 素,spec1,spec1,0,0,0,1,0,True,False,False,False,,
二重,にじゅう,1462080,"二重,にじゅう,1",2,二 重,ichi1 news1 nf06,ichi1 news1 nf06,6,1,1,0,0,True,False,False,False,,
二重,ふたえ,1462080,"二重,ふたえ,1",2,二 重,ichi1 news1 nf06,ichi1,0,1,0,0,0,True,False,False,False,,
二重価格制,にじゅうかかくせい,1729800,"二重価格制,にじゅうかかくせい,1",5,二 重 価 格 制,news2 nf43,news2 nf43,43,0,2,0,0,True,False,False,False,,
二重写し,にじゅううつし,1462170,"二重写し,にじゅううつし,1",4,二 重 写,news2 nf38,news2 nf38,38,0,2,0,0,True,False,False,False,,
二重奏,にじゅうそう,1462270,"二重奏,にじゅうそう,1",3,二 重 奏,news2 nf41 spec2,news2 nf41 spec2,41,0,2,2,0,True,False,False,False,,
二院,にいん,1461360,"二院,にいん,1",2,二 院,news1 nf13,news1 nf13,13,0,1,0,0,True,False,False,False,,
二階,にかい,1461420,"二階,にかい,1",2,二 階,ichi1 news1 nf05,ichi1 news1 nf05,5,1,1,0,0,True,False,False,False,,
二階建て,にかいだて,1599800,"二階建て,にかいだて,1",4,二 階 建,news1 nf07,news1 nf07,7,0,1,0,0,True,False,False,False,,
二食,にしょく,1582660,"二食,にしょく,1",2,二 食,news2 nf35,news2 nf35,35,0,2,0,0,True,False,False,False,,
云々,うんぬん,1588630,"云々,うんぬん,1",2,云,spec1,spec1,0,0,0,1,0,True,False,False,False,,
云う,いう,1587040,"云う,いう,1",2,云,spec1,ichi1 news1 nf01 spec1,0,0,0,1,0,True,False,False,False,,
云う,ゆう,1587040,"云う,ゆう,1",2,云,spec1,ichi1 spec1,0,0,0,1,0,True,False,False,False,,
互い,たがい,1268770,"互い,たがい,1",2,互,ichi1 news1 nf04,ichi1 news1 nf04,4,1,1,0,0,True,False,False,False,,
互いに,たがいに,1268780,"互いに,たがいに,1",3,互,ichi1 news1 nf05,ichi1 news1 nf05,5,1,1,0,0,True,False,False,False,,
互い違い,たがいちがい,1268790,"互い違い,たがいちがい,1",4,互 違,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
互助,ごじょ,1268870,"互助,ごじょ,1",2,互 助,news1 nf24,news1 nf24,24,0,1,0,0,True,False,False,False,,
互換,ごかん,1268830,"互換,ごかん,1",2,互 換,news1 nf19,news1 nf19,19,0,1,0,0,True,False,False,False,,
互角,ごかく,1268820,"互角,ごかく,1",2,互 角,news1 nf13,news1 nf13,13,0,1,0,0,True,False,False,False,,
互選,ごせん,1268920,"互選,ごせん,1",2,互 選,news2 nf34 spec2,news2 nf34 spec2,34,0,2,2,0,True,False,False,False,,
五,ご,1268060,"五,ご,1",1,五,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
五つ,いつつ,1268070,"五つ,いつつ,1",2,五,ichi1 news1 nf09,ichi1 news1 nf09,9,1,1,0,0,True,False,False,False,,
五人組,ごにんぐみ,1268400,"五人組,ごにんぐみ,1",3,五 人 組,news2 nf36,news2 nf36,36,0,2,0,0,True,False,False,False,,
五体,ごたい,1268500,"五体,ごたい,1",2,五 体,news2 nf42 spec2,news2 nf42 spec2,42,0,2,2,0,True,False,False,False,,
五分,ごぶ,1268590,"五分,ごぶ,1",2,五 分,ichi1 news1 nf07,ichi1 news1 nf07,7,1,1,0,0,True,False,False,False,,
五分五分,ごぶごぶ,1268610,"五分五分,ごぶごぶ,1",4,五 分 五 分,news2 nf41,news2 nf41,41,0,2,0,0,True,False,False,False,,
五十,ごじゅう,1693050,"五十,ごじゅう,1",2,五 十,news1 nf01,news1 nf01 spec1,1,0,1,0,0,True,False,False,False,,
五十三次,ごじゅうさんつぎ,1268320,"五十三次,ごじゅうさんつぎ,1",4,五 十 三 次,news1 nf08,news1 nf08,8,0,1,0,0,True,False,False,False,,
五十音,ごじゅうおん,1268300,"五十音,ごじゅうおん,1",3,五 十 音,ichi1 news2 nf26,ichi1 news2 nf26,26,1,2,0,0,True,False,False,False,,
五感,ごかん,1268130,"五感,ごかん,1",2,五 感,news2 nf26 spec2,news2 nf26 spec2,26,0,2,2,0,True,False,False,False,,
五日,いつか,1268570,"五日,いつか,1",2,五 日,ichi1,ichi1 spec1,0,1,0,0,0,True,False,False,False,,
五月,ごがつ,1268170,"五月,ごがつ,1",2,五 月,news1 nf01,news1 nf01 spec1,1,0,1,0,0,True,False,False,False,,
五月晴れ,さつきばれ,1268220,"五月晴れ,さつきばれ,1",4,五 月 晴,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
五月雨,さみだれ,1578560,"五月雨,さみだれ,1",3,五 月 雨,news2 nf47,news2 nf47,47,0,2,0,0,True,False,False,False,,
五目,ごもく,1268640,"五目,ごもく,1",2,五 目,news2 nf42,news2 nf42,42,0,2,0,0,True,False,False,False,,
五線,ごせん,1268450,"五線,ごせん,1",2,五 線,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
五線譜,ごせんふ,1268470,"五線譜,ごせんふ,1",3,五 線 譜,news2 nf44,news2 nf44,44,0,2,0,0,True,False,False,False,,
五色,ごしょく,1578590,"五色,ごしょく,1",2,五 色,news2 nf33,news2 nf33,33,0,2,0,0,True,False,False,False,,
五輪,ごりん,1593610,"五輪,ごりん,1",2,五 輪,news1 nf01,news1 nf01,1,0,1,0,0,True,False,False,False,,
五重,ごじゅう,1578580,"五重,ごじゅう,1",2,五 重,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
五重奏,ごじゅうそう,1638350,"五重奏,ごじゅうそう,1",3,五 重 奏,news2 nf31,news2 nf31,31,0,2,0,0,True,False,False,False,,
井,い,1955800,"井,い,1",1,井,news2 nf06,news2 nf06,6,0,2,0,0,True,False,False,False,,
井戸,いど,1160330,"井戸,いど,1",2,井 戸,ichi1 news1 nf09,ichi1 news1 nf09,9,1,1,0,0,True,False,False,False,,
井戸掘り,いどほり,1160350,"井戸掘り,いどほり,1",4,井 戸 掘,news2 nf27,news2 nf27,27,0,2,0,0,True,False,False,False,,
井戸水,いどみず,1160380,"井戸水,いどみず,1",3,井 戸 水,news2 nf32,news2 nf32,32,0,2,0,0,True,False,False,False,,
井戸端会議,いどばたかいぎ,1160420,"井戸端会議,いどばたかいぎ,1",5,井 戸 端 会 議,news2 nf33,news2 nf33,33,0,2,0,0,True,False,False,False,,
井筒,いづつ,1160480,"井筒,いづつ,1",2,井 筒,news2 nf27,news2 nf27,27,0,2,0,0,True,False,False,False,,
些か,いささか,1610600,"些か,いささか,1",2,些,ichi1,ichi1,0,1,0,0,0,True,False,True,True,,
些細,ささい,1290680,"些細,ささい,1",2,些 細,spec1,spec1,0,0,0,1,0,True,False,False,False,,
亜流,ありゅう,1149930,"亜流,ありゅう,1",2,亜 流,news2 nf36,news2 nf36,36,0,2,0,0,True,False,False,False,,
亜熱帯,あねったい,1149820,"亜熱帯,あねったい,1",3,亜 熱 帯,news2 nf28 spec1,news2 nf28 spec1,28,0,2,1,0,True,False,False,False,,
亜硫酸ガス,ありゅうさんガス,1929040,"亜硫酸ガス,ありゅうさんガス,1",5,亜 硫 酸,news2 nf42,news2 nf42,42,0,2,0,0,True,False,False,False,,
亜種,あしゅ,1149740,"亜種,あしゅ,1",2,亜 種,news2 nf38,news2 nf38,38,0,2,0,0,True,False,False,False,,
亜鉛,あえん,1149590,"亜鉛,あえん,1",2,亜 鉛,news1 nf23,news1 nf23,23,0,1,0,0,True,False,False,False,,
亡き後,なきあと,1518470,"亡き後,なきあと,1",3,亡 後,news2 nf34,news2 nf34,34,0,2,0,0,True,False,False,False,,
亡くす,なくす,2835808,"亡くす,なくす,1",3,亡,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
亡くなる,なくなる,1518540,"亡くなる,なくなる,1",4,亡,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
亡命,ぼうめい,1518730,"亡命,ぼうめい,1",2,亡 命,ichi1 news1 nf07,ichi1 news1 nf07,7,1,1,0,0,True,False,False,False,,
亡国,ぼうこく,1518600,"亡国,ぼうこく,1",2,亡 国,news2 nf43,news2 nf43,43,0,2,0,0,True,False,False,False,,
亡夫,ぼうふ,1607280,"亡夫,ぼうふ,1",2,亡 夫,news2 nf33 spec2,news2 nf33 spec2,33,0,2,2,0,True,False,False,False,,
亡父,ぼうふ,1607270,"亡父,ぼうふ,1",2,亡 父,news2 nf31 spec2,news2 nf31 spec2,31,0,2,2,0,True,False,False,False,,
亡者,もうじゃ,1518670,"亡者,もうじゃ,1",2,亡 者,news2 nf41,news2 nf41,41,0,2,0,0,True,False,False,False,,
亡霊,ぼうれい,1518760,"亡霊,ぼうれい,1",2,亡 霊,news2 nf26 spec2,news2 nf26 spec2,26,0,2,2,0,True,False,False,False,,
亡骸,なきがら,1518570,"亡骸,なきがら,1",2,亡 骸,ichi1,ichi1,0,1,0,0,0,True,False,False,False,,
亢進,こうしん,1614890,"亢進,こうしん,1",2,亢 進,news2 nf39,news2 nf39,39,0,2,0,0,True,False,False,False,,
交える,まじえる,1271660,"交える,まじえる,1",3,交,news1 nf16,news1 nf16,16,0,1,0,0,True,False,False,False,,
交ざる,まざる,1603920,"交ざる,まざる,1",3,交,ichi1,ichi1 news2 nf40,0,1,0,0,0,True,False,False,False,,
交じり,まじり,1631130,"交じり,まじり,1",3,交,news1 nf23,news1 nf23,23,0,1,0,0,True,False,False,False,,
交じる,まじる,1603930,"交じる,まじる,1",3,交,ichi1,ichi1 news2 nf34,0,1,0,0,0,True,False,False,False,,
交ぜる,まぜる,1290310,"交ぜる,まぜる,1",3,交,ichi1 news2 nf47,ichi1 news2 nf38 nf47,47,1,2,0,0,True,False,False,False,,
交わす,かわす,1590750,"交わす,かわす,1",3,交,ichi1 news1 nf14,ichi1 news1 nf14,14,1,1,0,0,True,False,False,False,,
交わり,まじわり,1271690,"交わり,まじわり,1",3,交,news2 nf38,news2 nf38,38,0,2,0,0,True,False,False,False,,
交わる,まじわる,1271700,"交わる,まじわる,1",3,交,ichi1 news2 nf31,ichi1 news2 nf31,31,1,2,0,0,True,False,False,False,,
交互,こうご,1271940,"交互,こうご,1",2,交 互,ichi1 news1 nf14,ichi1 news1 nf14,14,1,1,0,0,True,False,False,False,,
交付,こうふ,1272520,"交付,こうふ,1",2,交 付,ichi1 news1 nf06,ichi1 news1 nf06,6,1,1,0,0,True,False,False,False,,
交代,こうたい,1592990,"交代,こうたい,1",2,交 代,ichi1 news1 nf03,ichi1 news1 nf03,3,1,1,0,0,True,False,False,False,,
交信,こうしん,1272170,"交信,こうしん,1",2,交 信,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
交友,こうゆう,1272550,"交友,こうゆう,1",2,交 友,news1 nf20,news1 nf20,20,0,1,0,0,True,False,False,False,,
交尾,こうび,1272510,"交尾,こうび,1",2,交 尾,news2 nf29,news2 nf29,29,0,2,0,0,True,False,False,False,,
交差,こうさ,1271970,"交差,こうさ,1",2,交 差,ichi1 news2 nf31,ichi1 news2 nf31,31,1,2,0,0,True,False,False,False,,
交差点,こうさてん,1592970,"交差点,こうさてん,1",3,交 差 点,ichi1 news1 nf11,ichi1 news1 nf11,11,1,1,0,0,True,False,False,False,,
交感神経,こうかんしんけい,1271740,"交感神経,こうかんしんけい,1",4,交 感 神 経,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
交戦,こうせん,1272190,"交戦,こうせん,1",2,交 戦,news1 nf16,news1 nf16,16,0,1,0,0,True,False,False,False,,
交戦国,こうせんこく,1272210,"交戦国,こうせんこく,1",3,交 戦 国,news2 nf40,news2 nf40,40,0,2,0,0,True,False,False,False,,
交換,こうかん,1271750,"交換,こうかん,1",2,交 換,ichi1 news1 nf02,ichi1 news1 nf02,2,1,1,0,0,True,False,False,False,,
交換手,こうかんしゅ,1271820,"交換手,こうかんしゅ,1",3,交 換 手,news2 nf41,news2 nf41,41,0,2,0,0,True,False,False,False,,
交換条件,こうかんじょうけん,1760820,"交換条件,こうかんじょうけん,1",4,交 換 条 件,news2 nf37,news2 nf37,37,0,2,0,0,True,False,False,False,,
交易,こうえき,1271710,"交易,こうえき,1",2,交 易,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
交替,こうたい,1592990,"交替,こうたい,1",2,交 替,ichi1,ichi1 news1 nf03,0,1,0,0,0,True,False,False,False,,
交歓,こうかん,1271880,"交歓,こうかん,1",2,交 歓,news2 nf27,news2 nf27,27,0,2,0,0,True,False,False,False,,
交流,こうりゅう,1272580,"交流,こうりゅう,1",2,交 流,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
交渉,こうしょう,1272110,"交渉,こうしょう,1",2,交 渉,ichi1 news1 nf01,ichi1 news1 nf01,1,1,1,0,0,True,False,False,False,,
交番,こうばん,1272500,"交番,こうばん,1",2,交 番,ichi1 news1 nf18,ichi1 news1 nf18,18,1,1,0,0,True,False,False,False,,
交通,こうつう,1272280,"交通,こうつう,1",2,交 通,ichi1 news1 nf02,ichi1 news1 nf02,2,1,1,0,0,True,False,False,False,,
交通事故,こうつうじこ,1272350,"交通事故,こうつうじこ,1",4,交 通 事 故,ichi1 news1 nf07,ichi1 news1 nf07,7,1,1,0,0,True,False,False,False,,
交通機関,こうつうきかん,1272320,"交通機関,こうつうきかん,1",4,交 通 機 関,news1 nf17,news1 nf17,17,0,1,0,0,True,False,False,False,,
